concept	facet	property	facet_property	cluster_label
motor vehicle pollution	type	air pollution	type: air pollution	1410
atmospheric pollutant	type	air pollution	type: air pollution	1410
environmental impact	type	air pollution	type: air pollution	1410
local pollution	type	air pollution	type: air pollution	1410
pollution control measures	type	air pollution	type: air pollution	1410
pollutant	effects	air pollution	effects: air pollution	1410
environmental liability	type	air pollution	type: air pollution	1410
environmental liability	effects	air pollution	effects: air pollution	1410
pollution from ships	effects	air pollution	effects: air pollution	1410
acid rain	definition	atmospheric pollution	definition: atmospheric pollution	1410
acid rain	causes	air pollution	causes: air pollution	1410
polluted area	types	air pollution	types: air pollution	1410
degradation of the environment	types	air pollution	types: air pollution	1410
prevention of pollution	types	air pollution	types: air pollution	1410
environmental degradation	types	air pollution	types: air pollution	1410
atmospheric pollution	types	air pollution	types: air pollution	1410
cost of pollution	types	air pollution	types: air pollution	1410
pollution from ships	types	air pollution	types: air pollution	1410
chemical pollution	types	air pollution	types: air pollution	1410
industrial pollution	types	air pollution	types: air pollution	1410
greenhouse effect	causes	atmospheric pollution	causes: atmospheric pollution	1410
acidification	causes	atmospheric pollution	causes: atmospheric pollution	1410
environmental statistics	category	air pollution	category: air pollution	1410
quality of the environment	pollution	air pollution	pollution: air pollution	1410
environmental quality	pollution	air pollution	pollution: air pollution	1410
environment	pollution	air pollution	pollution: air pollution	1410
pollution from ships	type of pollution	chemical emissions	type of pollution: chemical emissions	1410
atmospheric pollution	type	smog	type: smog	1410
atmospheric pollutant	type	smog	type: smog	1410
polluter pays principle	example	air pollution	example: air pollution	1410
acid rain	cause	air pollution	cause: air pollution	1410
pollution from ships	type of pollution	exhaust emissions	type of pollution: exhaust emissions	1410
atmospheric pollution	type	haze	type: haze	1410
environmental impact	effects	air pollution	effects: air pollution	1410
cost of pollution	effects	air pollution	effects: air pollution	1410
combustion gases	effects	air pollution	effects: air pollution	1410
polluted area	effects	air pollution	effects: air pollution	1410
organic pollution	effects	air pollution	effects: air pollution	1410
degradation of the environment	effects	air pollution	effects: air pollution	1410
environmental degradation	effects	air pollution	effects: air pollution	1410
atmospheric pollutant	type	haze	type: haze	1410
local pollution	effects	air pollution	effects: air pollution	1410
motor vehicle pollution	effects	air pollution	effects: air pollution	1410
polluter pays principle	examples	air pollution	examples: air pollution	1410
industrial pollution	effects	air pollution	effects: air pollution	1410
pollution from land-based sources	type of pollution	air pollution	type of pollution: air pollution	1410
pollution from agricultural sources	type of pollution	air pollution	type of pollution: air pollution	1410
motor vehicle pollution	type of pollution	air pollution	type of pollution: air pollution	1410
prevention of pollution	type of pollution	air pollution	type of pollution: air pollution	1410
stratospheric pollution	type	atmospheric pollution	type: atmospheric pollution	1410
pollution control	types of pollution	air pollution	types of pollution: air pollution	1410
cost of pollution	types of pollution	air pollution	types of pollution: air pollution	1410
prevention of pollution	types of pollution	air pollution	types of pollution: air pollution	1410
motor vehicle pollution	effects	smog	effects: smog	1410
pollution from land-based sources	types of pollution	air pollution	types of pollution: air pollution	1410
sea-bed	composition	sand	composition: sand	1411
soil resources	composition	sand	composition: sand	1411
soil resources	composition	silt	composition: silt	1411
sea-bed	physical properties	sand	physical properties: sand	1411
littoral	characteristics	sand	characteristics: sand	1411
inshore grounds	characteristics	sand	characteristics: sand	1411
sea-bed	composition	silt	composition: silt	1411
resources of the sea	type	silt	type: silt	1411
soil resources	types	silt	types: silt	1411
coastal protection	structure	sand	structure: sand	1411
soil resources	types	sand	types: sand	1411
inshore grounds	characteristics	soft sand	characteristics: soft sand	1411
sea-bed	geology	sand	geology: sand	1411
inshore grounds	geography	sand	geography: sand	1411
inshore grounds	type	sand	type: sand	1411
resources of the sea	type	sand	type: sand	1411
coastal protection	materials	sand	materials: sand	1411
coastal protection	materials	gravel	materials: gravel	1411
electromagnetic interference	cause	radio transmitters	cause: radio transmitters	1412
electromagnetic interference	types	conducted interference	types: conducted interference	1412
electromagnetic interference	types	radiated interference	types: radiated interference	1412
electromagnetic interference	types	radio-frequency interference	types: radio-frequency interference	1412
electromagnetic interference	type	radio frequency interference	type: radio frequency interference	1412
electromagnetic interference	definition	unwanted signal	definition: unwanted signal	1412
electromagnetic interference	causes	radio transmitters	causes: radio transmitters	1412
electromagnetic interference	definition	unwanted radio signals	definition: unwanted radio signals	1412
electromagnetic interference	types	common mode interference	types: common mode interference	1412
electromagnetic interference	fields	radio frequency	fields: radio frequency	1413
carcinogenic substance	type	radiation	type: radiation	1413
electromagnetic interference	types	electromagnetic pulse	types: electromagnetic pulse	1413
electromagnetic interference	types	electromagnetic radiation	types: electromagnetic radiation	1413
electromagnetic interference	causes	electromagnetic waves	causes: electromagnetic waves	1413
electromagnetic interference	definition	electromagnetic radiation	definition: electromagnetic radiation	1413
electromagnetic interference	nature	radiation	nature: radiation	1413
geophysical environment	ionosphere	radio signals	ionosphere: radio signals	1413
non-ionising radiation	type	radio waves	type: radio waves	1413
electromagnetic interference	types	radiated emi	types: radiated emi	1413
radioactive waste	properties	emits radiation	properties: emits radiation	1413
radioactive effluent	physical properties	emitting radiation	physical properties: emitting radiation	1413
electromagnetic interference	type	electromagnetic radiation	type: electromagnetic radiation	1413
geophysical environment	ionosphere	electromagnetic radiation	ionosphere: electromagnetic radiation	1413
electromagnetic interference	types	radiation	types: radiation	1413
non-ionising radiation	type	electromagnetic	type: electromagnetic	1413
hazardous waste	type	electromagnetic	type: electromagnetic	1413
electromagnetic interference	type	electromagnetic	type: electromagnetic	1413
non-ionising radiation	type	infrared radiation	type: infrared radiation	1413
electromagnetic interference	type	radiated	type: radiated	1413
electromagnetic interference	source	electromagnetic waves	source: electromagnetic waves	1413
electromagnetic interference	types	conducted emi	types: conducted emi	1413
nuisance	source	noise	source: noise	1414
noise pollution	types	waterborne noise	types: waterborne noise	1414
volcanic eruption	characteristics	explosive sound	characteristics: explosive sound	1414
fire	sound	crackle	sound: crackle	1414
fire	sound	whoosh	sound: whoosh	1414
electromagnetic interference	effect	noise	effect: noise	1414
landfill	characteristics	noise	characteristics: noise	1414
physical environment	man-made	noise	man-made: noise	1414
volcanic eruption	characteristics	loud noise	characteristics: loud noise	1414
pollution control	targets	noise	targets: noise	1414
mechanical vibration	effect	noise	effect: noise	1414
quality of the environment	noise	loud	noise: loud	1414
degree of pollution	source	noise	source: noise	1414
earthquake	warning signs	unusual noises	warning signs: unusual noises	1414
mechanical vibration	effects	noise	effects: noise	1414
nuisance	cause	noise	cause: noise	1414
electromagnetic interference	effects	noise	effects: noise	1414
physical environment	sound	noise	sound: noise	1414
noise pollution	types	airborne noise	types: airborne noise	1414
earthquake	warning signs	unusual noise	warning signs: unusual noise	1414
noise	type of	brown noise	type of: brown noise	1414
nuisance	type	noise	type: noise	1414
marine pollution	type	noise	type: noise	1414
pollution from land-based sources	type	noise	type: noise	1414
degree of pollution	type	noise	type: noise	1414
noise pollution	types	groundborne noise	types: groundborne noise	1414
pollution	type	noise	type: noise	1414
agricultural waste	environmental impact	odor	environmental impact: odor	1415
bathing water	scent	chemical	scent: chemical	1415
sensitive area	function	smell	function: smell	1415
insect	communication	scent	communication: scent	1415
nuisance	type	smell	type: smell	1415
dust	behavior	carries odor	behavior: carries odor	1415
waste storage	environmental impact	odor	environmental impact: odor	1415
plant life	adaptation	scent	adaptation: scent	1415
animal life	communication	scent	communication: scent	1415
nuisance	cause	odor	cause: odor	1415
nuisance	source	smell	source: smell	1415
domestic waste	characteristics	odor	characteristics: odor	1415
landfill	characteristics	odor	characteristics: odor	1415
polluted area	signs	smell	signs: smell	1415
storage of waste	concerns	odors	concerns: odors	1415
domestic waste	concerns	odor	concerns: odor	1415
nuisance	type	odor	type: odor	1415
animal resources	source	milk	source: milk	1416
animal resources	source	honey	source: honey	1416
animal resources	type	eggs	type: eggs	1416
animal resources	category	milk	category: milk	1416
marsupial	characteristic	warm milk	characteristic: warm milk	1416
animal resources	type	milk	type: milk	1416
animal resources	type	dairy	type: dairy	1416
plant life	characteristics	vascular	characteristics: vascular	1417
plant life	type	vascular	type: vascular	1417
plant life	type	non-vascular	type: non-vascular	1417
plant life	characteristics	non-vascular	characteristics: non-vascular	1417
littoral	types	supralittoral	types: supralittoral	1417
joint implementation	types	bilateral	types: bilateral	1417
water	category	ingredient	category: ingredient	1418
agricultural waste	composition	carbohydrates	composition: carbohydrates	1418
animal resources	benefits	food	benefits: food	1418
plant resources	types	food	types: food	1418
plant resources	type	food	type: food	1418
exhaustion of resources	type	food	type: food	1418
bad weather	characteristics	uncontrollable	characteristics: uncontrollable	1419
nuisance	frequency	chronic	frequency: chronic	1419
volcanic eruption	types	phreatomagmatic	types: phreatomagmatic	1419
earthquake	types	human-induced	types: human-induced	1419
defoliation	types	human-induced	types: human-induced	1419
greenhouse gas	origin	human-induced	origin: human-induced	1419
defoliation	types	natural defoliation	types: natural defoliation	1419
defoliation	type	human-induced	type: human-induced	1419
hospital waste	type	infectious	type: infectious	1419
quality of the environment	health effects	mental health issues	health effects: mental health issues	1419
fire	hazard	uncontrollable	hazard: uncontrollable	1419
carcinogenic substance	mechanism	genotoxic	mechanism: genotoxic	1419
acidification	types	induced	types: induced	1419
volcanic eruption	type	phreatomagmatic	type: phreatomagmatic	1419
flood	natural disaster	storm surge	natural disaster: storm surge	1420
flood	natural disaster	rapid water flow	natural disaster: rapid water flow	1420
flood	type of	flash flood	type of: flash flood	1420
flood	type	slow-onset flood	type: slow-onset flood	1420
flood	type of	riverine flood	type of: riverine flood	1420
flood	type	riverine flood	type: riverine flood	1420
flood	types	flash flood	types: flash flood	1420
flood	type	river flood	type: river flood	1420
flood	types	river flood	types: river flood	1420
flood	cause	storm surge	cause: storm surge	1420
natural disaster	type	flood	type: flood	1420
flood	type	flash flood	type: flash flood	1420
natural hazard	type	flood	type: flood	1420
bad weather	type	flood	type: flood	1420
agricultural disaster	type	flood	type: flood	1420
septic tank	types	above-ground	types: above-ground	1421
fire protection	installation	in buildings	installation: in buildings	1421
septic tank	types	in-ground	types: in-ground	1421
sewage system	type	above ground	type: above ground	1421
fire protection	types	fire escape	types: fire escape	1421
resources of the sea	category	finite	category: finite	1422
natural resources	type	infinite	type: infinite	1422
plant resources	characteristics	finite	characteristics: finite	1422
mineral resources	type	finite	type: finite	1422
natural resources	type	finite	type: finite	1422
renewable resources	non-exhaustive	not finite	non-exhaustive: not finite	1422
renewable resources	finite	no	finite: no	1422
renewable resources	non-exhaustible	infinite	non-exhaustible: infinite	1422
inshore grounds	characteristics	mud	characteristics: mud	1423
marine ecosystem	components	mudflat	components: mudflat	1423
sea-bed	geology	mud	geology: mud	1423
inshore grounds	type	mud	type: mud	1423
sea-bed	composition	mud	composition: mud	1423
littoral	characteristics	mudflat	characteristics: mudflat	1423
marine environment	habitats	mud	habitats: mud	1423
nuisance	example	trash on the street	example: trash on the street	1424
waste incineration	waste type	non-recyclable waste	waste type: non-recyclable waste	1424
unauthorised dumping	type of waste	chemicals	type of waste: chemicals	1424
waste incineration	waste type	residual waste	waste type: residual waste	1424
waste incineration	waste type	municipal	waste type: municipal	1424
organic pollution	source	waste	source: waste	1424
pollution from ships	source	waste	source: waste	1424
polluter pays principle	examples	chemical waste	examples: chemical waste	1424
dangerous substance	examples	chemical waste	examples: chemical waste	1424
pollutant	sources	waste	sources: waste	1424
pollution	sources	household waste	sources: household waste	1424
polluter pays principle	example	chemical waste	example: chemical waste	1424
landfill	types	special waste	types: special waste	1424
unauthorised dumping	type of waste	garbage	type of waste: garbage	1424
hazardous waste	definition	waste that is toxic, flammable, or corrosive	definition: waste that is toxic, flammable, or corrosive	1424
radioactive effluent	composition	chemical waste	composition: chemical waste	1424
water management	purpose	waste	purpose: waste	1424
thermal pollution	definition	waste heat	definition: waste heat	1424
used oil	composition	waste	composition: waste	1424
wastewater	composition	waste	composition: waste	1424
waste incineration	type of waste	municipal solid waste	type of waste: municipal solid waste	1424
unauthorised dumping	type	garbage	type: garbage	1424
unauthorised dumping	type	trash	type: trash	1424
waste incineration	waste type	municipal solid waste	waste type: municipal solid waste	1424
waste	origin	garbage	origin: garbage	1424
storage of waste	type	liquid waste	type: liquid waste	1424
domestic waste	origin	garbage	origin: garbage	1424
organic pollution	types	human waste	types: human waste	1424
waste	origin	trash	origin: trash	1424
local pollution	type	solid waste	type: solid waste	1424
storage of waste	type	solid waste	type: solid waste	1424
non-recoverable waste	type	inorganic waste	type: inorganic waste	1424
sewage sludge	origin	human waste	origin: human waste	1424
water pollutant	origin	human waste	origin: human waste	1424
metal waste	origin	household waste	origin: household waste	1424
non-recoverable waste	type	recyclable waste	type: recyclable waste	1424
export of waste	type	non-recyclable waste	type: non-recyclable waste	1424
unauthorised dumping	type	waste	type: waste	1424
marine pollution	type	waste	type: waste	1424
pollutant	type	waste	type: waste	1424
accidental pollution	type	waste	type: waste	1424
environmental liability	type	waste	type: waste	1424
export of waste	types	non-recyclable waste	types: non-recyclable waste	1424
waste disposal	types	inorganic waste	types: inorganic waste	1424
dumping of waste	types of waste	chemical	types of waste: chemical	1424
unauthorised dumping	types of waste	recyclable materials	types of waste: recyclable materials	1424
waste incineration	types of waste	municipal waste	types of waste: municipal waste	1424
metal waste	origin	household trash	origin: household trash	1424
eu environmental policy	instruments	eco-labeling	instruments: eco-labeling	1425
tradeable emission permit	type	government-issued	type: government-issued	1425
emission allowance	types	green tags	types: green tags	1425
emission allowance	type	green tag	type: green tag	1425
emission allowance	type	green tags	type: green tags	1425
emission trading	mechanisms	carbon credits	mechanisms: carbon credits	1426
tradeable emission permit	example	carbon credits	example: carbon credits	1426
carbon credit	types	verified carbon standard	types: verified carbon standard	1426
clean development mechanism	definition	carbon credits	definition: carbon credits	1426
emission allowance	definition	carbon credits	definition: carbon credits	1426
emission trading	type	carbon credit	type: carbon credit	1426
tradeable emission permit	type	carbon credit	type: carbon credit	1426
eu emission allowance	type	carbon credit	type: carbon credit	1426
emission allowance	type	carbon credit	type: carbon credit	1426
pollution control	initiatives	carbon credits	initiatives: carbon credits	1426
eu emissions trading scheme	emission allowances	carbon credits	emission allowances: carbon credits	1426
tradeable emission permit	types	nitrogen credits	types: nitrogen credits	1426
emission allowance	market	traded on carbon exchanges	market: traded on carbon exchanges	1426
emission trading	types of credits	reducing emissions credits	types of credits: reducing emissions credits	1426
tradeable emission permit	types	carbon credits	types: carbon credits	1426
clean development mechanism	definition	carbon credit	definition: carbon credit	1426
emission allowance	types	carbon credits	types: carbon credits	1426
emission trading	types	carbon credits	types: carbon credits	1426
emission trading	instruments	carbon credits	instruments: carbon credits	1426
emission allowance	type	carbon credits	type: carbon credits	1426
emission trading	type	carbon credits	type: carbon credits	1426
clean development mechanism	description	carbon credits	description: carbon credits	1426
emission allowance	definition	carbon credit	definition: carbon credit	1426
emission allowance	market	traded on carbon markets	market: traded on carbon markets	1426
emission trading	mechanism	carbon credits	mechanism: carbon credits	1426
emission trading	types of credits	carbon credits	types of credits: carbon credits	1426
tradeable emission permit	types	sulfur credits	types: sulfur credits	1426
eu emission allowance	definition	carbon credit	definition: carbon credit	1426
emission trading	units	carbon credits	units: carbon credits	1426
volcanic eruption	type	effusive	type: effusive	1427
plain	characteristics	uninteresting	characteristics: uninteresting	1427
volcanic eruption	types	effusive	types: effusive	1427
fire	association	smoke	association: smoke	1428
deposit on a polluting product	type of product	cigarette	type of product: cigarette	1428
carcinogenic substance	source	tobacco smoke	source: tobacco smoke	1428
atmospheric pollution	type	smoke	type: smoke	1428
atmospheric pollutant	type	smoke	type: smoke	1428
carcinogenic substance	sources	smoking	sources: smoking	1428
environmental standard	type	national	type: national	1429
emission trading	system	international	system: international	1429
environmental law	types	international	types: international	1429
environmental law	type	national	type: national	1429
climate change policy	type	national	type: national	1429
emission allowance	type	national	type: national	1429
environmental law	types	national	types: national	1429
environmental law	type	international	type: international	1429
environmental standard	type	international	type: international	1429
climate change policy	type	international	type: international	1429
emission allowance	type	international	type: international	1429
electromagnetic interference	causes	radiation	causes: radiation	1430
radioactive pollution	type	beta radiation	type: beta radiation	1430
radioactive pollution	type	alpha radiation	type: alpha radiation	1430
radioactive effluent	composition	beta particles	composition: beta particles	1430
radioactive pollution	types	gamma radiation	types: gamma radiation	1430
radioactive pollution	type	gamma radiation	type: gamma radiation	1430
radioactive pollution	measured by	radiation units	measured by: radiation units	1430
radioactive pollution	type	ionizing radiation	type: ionizing radiation	1430
radioactive pollution	types	alpha radiation	types: alpha radiation	1430
radioactive pollution	types	beta radiation	types: beta radiation	1430
biodiversity	types	gamma diversity	types: gamma diversity	1430
radioactive effluent	composition	gamma radiation	composition: gamma radiation	1430
combustion gases	composition	oxygen	composition: oxygen	1431
atmosphere	composition	oxygen	composition: oxygen	1431
ozone	composition	mixture of oxygen molecules	composition: mixture of oxygen molecules	1431
pollution	type	air	type: air	1431
natural resources	type	air	type: air	1431
pollution from land-based sources	type	air	type: air	1431
anti-pollution device	type	air	type: air	1431
degree of pollution	type	air	type: air	1431
combustion gases	components	oxygen	components: oxygen	1431
chemical pollution	type	air	type: air	1431
plant resources	components	oxygen	components: oxygen	1431
industrial pollution	type	air	type: air	1431
geophysical environment	chemical properties	oxygen	chemical properties: oxygen	1431
water pollutant	common examples	oxygen-depleting substances	common examples: oxygen-depleting substances	1431
plant resources	uses	oxygen	uses: oxygen	1431
plant life	uses	oxygen	uses: oxygen	1431
geophysical environment	atmosphere	oxygen	atmosphere: oxygen	1431
ozone	composition	mixture of oxygen	composition: mixture of oxygen	1431
physical environment	atmosphere	oxygen	atmosphere: oxygen	1431
plant resources	types	oxygen	types: oxygen	1431
geophysical environment	atmospheric properties	oxygen	atmospheric properties: oxygen	1431
combustion gases	type	oxygen	type: oxygen	1431
ozone	composition	mixture of oxygen and other gases	composition: mixture of oxygen and other gases	1431
continental shelf	features	flat top	features: flat top	1432
carbon credit	type	tradable	type: tradable	1432
septic tank	types	conventional	types: conventional	1432
tradeable emission permit	definition	tradable	definition: tradable	1432
noise protection	type	custom	type: custom	1432
carbon credit	features	tradable	features: tradable	1432
emission allowance	features	tradable	features: tradable	1432
defoliation	types	mechanical defoliation	types: mechanical defoliation	1433
deforestation	type	slash and burn	type: slash and burn	1433
deforestation	type	slash-and-burn	type: slash-and-burn	1433
mechanical vibration	types	transverse	types: transverse	1434
mechanical vibration	types	torsional	types: torsional	1434
mechanical vibration	type	torsional	type: torsional	1434
deposit on a polluting product	refundable	no	refundable: no	1435
deposit on a polluting product	refundable	yes	refundable: yes	1435
deposit on a polluting product	collection method	returnable	collection method: returnable	1435
deposit on a polluting product	type	refundable	type: refundable	1435
deposit on a polluting product	type	non-refundable	type: non-refundable	1435
deposit on a polluting product	collection method	redeemable	collection method: redeemable	1435
plant life	classification	species	classification: species	1436
plant resources	used by	microorganisms	used by: microorganisms	1436
agricultural waste	composition	microorganisms	composition: microorganisms	1436
wastewater	composition	microorganisms	composition: microorganisms	1436
sewage sludge	composition	microorganisms	composition: microorganisms	1436
plant life	type	microscopic	type: microscopic	1436
biodegradability	influencing factors	microorganisms	influencing factors: microorganisms	1436
food contamination	type	bacterial	type: bacterial	1436
biodiversity	types	species	types: species	1436
sea-bed	life	microorganisms	life: microorganisms	1436
plant life	type	algae	type: algae	1436
marine ecosystem	supports	microorganisms	supports: microorganisms	1436
wildlife	type	microorganisms	type: microorganisms	1436
biotope	features	microorganisms	features: microorganisms	1436
humid zone	inhabitants	microorganisms	inhabitants: microorganisms	1436
biodegradability	types	microbial	types: microbial	1436
animal life	classification	species	classification: species	1436
geophysical environment	biological components	microorganisms	biological components: microorganisms	1436
animal life	classification	genus	classification: genus	1436
biodegradability	conditions	microorganisms	conditions: microorganisms	1436
biodegradability	determining factors	microorganisms	determining factors: microorganisms	1436
fight against insects	actors	microorganisms	actors: microorganisms	1436
aquatic environment	organisms	bacteria	organisms: bacteria	1436
geophysical environment	biosphere	microorganisms	biosphere: microorganisms	1436
plant life	classification	genus	classification: genus	1436
marine ecosystem	types of life	microorganisms	types of life: microorganisms	1436
terrestrial ecosystem	component	microorganisms	component: microorganisms	1436
ecosystem	components	microorganisms	components: microorganisms	1436
terrestrial ecosystem	components	microorganisms	components: microorganisms	1436
marine ecosystem	components	microorganisms	components: microorganisms	1436
carcinogenic substance	type	microbe	type: microbe	1436
aquatic environment	organisms	algae	organisms: algae	1436
marine environment	organisms	algae	organisms: algae	1436
physical environment	living things	microorganisms	living things: microorganisms	1436
biotope	components	microorganisms	components: microorganisms	1436
wastewater	composition	organic matter	composition: organic matter	1437
dust	composition	organic matter	composition: organic matter	1437
hospital waste	composition	biological	composition: biological	1437
agricultural waste	composition	organic matter	composition: organic matter	1437
soil resources	composition	organic matter	composition: organic matter	1437
biodegradability	products	organic matter	products: organic matter	1437
hospital waste	composition	organic matter	composition: organic matter	1437
agricultural waste	type	organic matter	type: organic matter	1437
biodegradability	example of	organic matter	example of: organic matter	1437
sewage sludge	composition	organic matter	composition: organic matter	1437
environmental standard	type	industry standard	type: industry standard	1438
area management	applications	retail display	applications: retail display	1438
eu emission allowance	types	non-ets	types: non-ets	1438
eutrophication	types	combined	types: combined	1438
emission allowance	type	company-specific	type: company-specific	1438
environmental standard	type	industry-specific	type: industry-specific	1438
deforestation	type	clear cutting	type: clear cutting	1439
deforestation	method	clear-cutting	method: clear-cutting	1439
noise	type	sharp	type: sharp	1439
deforestation	type	selective cutting	type: selective cutting	1439
deforestation	type	clear-cutting	type: clear-cutting	1439
wildlife	location	national park	location: national park	1440
environmental monitoring	locations	national parks	locations: national parks	1440
national park	protected areas	natural wonders	protected areas: natural wonders	1440
protected species	protected by	national parks	protected by: national parks	1440
countryside conservation	areas of focus	national parks	areas of focus: national parks	1440
environmental education	institutions	national parks	institutions: national parks	1440
wolf	location	national park	location: national park	1440
protected species	location	national park	location: national park	1440
countryside conservation	areas	national parks	areas: national parks	1440
protected area	definition	national park	definition: national park	1440
wild mammal	found in	national park	found in: national park	1440
protected area	type	national park	type: national park	1440
hunting regulations	location	national park	location: national park	1440
national park	types	national park	types: national park	1440
protected area	types	national park	types: national park	1440
bear	located at	national park	located at: national park	1440
national park	types	state park	types: state park	1440
wolf	diet	carrots	diet: carrots	1441
plant life	type	vegetables	type: vegetables	1441
plant life	types	vegetables	types: vegetables	1441
plant resources	examples	grasses	examples: grasses	1442
plant life	type	grasses	type: grasses	1442
plant life	types	grass	types: grass	1442
plain	vegetation	grass	vegetation: grass	1442
plant resources	types	grasses	types: grasses	1442
plant resources	products	textiles	products: textiles	1443
plant resources	type	fiber	type: fiber	1443
animal resources	source	wool	source: wool	1443
animal resources	category	wool	category: wool	1443
biodegradability	example of	natural fibers	example of: natural fibers	1443
plant resources	examples	cotton	examples: cotton	1443
anti-pollution device	material	fabric	material: fabric	1443
animal resources	uses	wool	uses: wool	1443
fur-bearing animal	uses	wool	uses: wool	1443
plant resources	types	fiber	types: fiber	1443
animal resources	type	wool	type: wool	1443
plant resources	use	textile	use: textile	1443
fur-bearing animal	used for	ornamental	used for: ornamental	1444
plant life	structure	flowers	structure: flowers	1444
plant life	type	flowers	type: flowers	1444
plant life	type	flowering	type: flowering	1444
protection of plant life	plant types	flowers	plant types: flowers	1444
plant life	type	non-flowering	type: non-flowering	1444
plant resources	examples	flowers	examples: flowers	1444
plant resources	types	flowers	types: flowers	1444
plant life	types	flowers	types: flowers	1444
plant life	parts	flowers	parts: flowers	1444
mineral resources	examples	iron ore	examples: iron ore	1445
underwater mineral resources	type	ores	type: ores	1445
underwater mineral resources	type	metal ores	type: metal ores	1445
underwater mineral resources	type	ore deposits	type: ore deposits	1445
mineral resources	forms	ore	forms: ore	1445
mineral resources	properties	ores	properties: ores	1445
mineral resources	type	ore	type: ore	1445
underwater mineral resources	type	ore	type: ore	1445
mineral resources	composition	ores	composition: ores	1445
noise	type	background	type: background	1446
noise	intensity	background	intensity: background	1446
noise	type of	background	type of: background	1446
destruction of crops	type of crop	soybean	type of crop: soybean	1447
destruction of crops	type of crop	wheat	type of crop: wheat	1447
plant resources	examples	corn	examples: corn	1447
plant resources	examples	sugarcane	examples: sugarcane	1447
subtropical zone	agriculture	cotton	agriculture: cotton	1447
destruction of crops	type of crops	maize	type of crops: maize	1447
destruction of crops	type of crop	maize	type of crop: maize	1447
destruction of crops	type of crop	soybeans	type of crop: soybeans	1447
destruction of crops	type of crops	rice	type of crops: rice	1447
subtropical zone	agriculture	sugarcane	agriculture: sugarcane	1447
destruction of crops	type of crops	wheat	type of crops: wheat	1447
rodent	diet	grain	diet: grain	1447
destruction of crops	type of crops	soybeans	type of crops: soybeans	1447
destruction of crops	type of crop	corn	type of crop: corn	1447
destruction of crops	type of crop	rice	type of crop: rice	1447
hunting regulations	type of hunting	upland game	type of hunting: upland game	1448
hunting regulations	types of hunting	small game	types of hunting: small game	1448
hunting regulations	protected species	game species	protected species: game species	1448
hunting regulations	type of hunting	wildlife	type of hunting: wildlife	1448
hunting regulations	type of hunting	big game	type of hunting: big game	1448
hunting regulations	type of hunting	wild game	type of hunting: wild game	1448
hunting regulations	types of hunting	big game	types of hunting: big game	1448
hunting regulations	types of hunting	upland game	types of hunting: upland game	1448
wolf	behavior	pack hunter	behavior: pack hunter	1448
plain	associated with	wild west	associated with: wild west	1448
animal resources	conservation	hunted	conservation: hunted	1448
lynx	behavior	skilled hunter	behavior: skilled hunter	1448
wildlife	threats	hunting	threats: hunting	1448
protected species	threats	hunting	threats: hunting	1448
hunting regulations	type of hunting	small game	type of hunting: small game	1448
pollution control	pollutants	chemical waste	pollutants: chemical waste	1449
coastal pollution	type	plastic pollution	type: plastic pollution	1449
coastal pollution	type of pollution	plastic pollution	type of pollution: plastic pollution	1449
wastewater	types	industrial wastewater	types: industrial wastewater	1449
acid rain	definition	formed from pollutants	definition: formed from pollutants	1449
soil pollution	types	petrochemical pollution	types: petrochemical pollution	1449
soil pollution	type of pollution	chemical	type of pollution: chemical	1449
degree of pollution	type of pollutant	waste	type of pollutant: waste	1449
accidental pollution	type of pollution	chemical	type of pollution: chemical	1449
polluted area	type of pollution	chemical	type of pollution: chemical	1449
accidental pollution	type of pollutant	waste	type of pollutant: waste	1449
soil pollution	types	inorganic pollution	types: inorganic pollution	1449
pollution from land-based sources	type of pollutants	waste	type of pollutants: waste	1449
soil pollution	types	organic pollution	types: organic pollution	1449
soil pollution	types	pesticide residue	types: pesticide residue	1449
marine pollution	type of pollution	chemical	type of pollution: chemical	1449
food contamination	source	tainted water	source: tainted water	1449
soil pollution	type of pollution	organic	type of pollution: organic	1449
accidental pollution	type of pollution	hazardous waste	type of pollution: hazardous waste	1449
marine pollution	type of pollution	plastic	type of pollution: plastic	1449
prevention of pollution	type of pollution	solid waste pollution	type of pollution: solid waste pollution	1449
pollution from ships	type of pollution	chemical waste	type of pollution: chemical waste	1449
motor vehicle pollution	type of pollution	volatile organic compounds	type of pollution: volatile organic compounds	1449
food contamination	examples	pesticide residues	examples: pesticide residues	1449
stratospheric pollution	sources	aerosol sprays	sources: aerosol sprays	1449
marine pollution	type of pollution	oil	type of pollution: oil	1449
accidental pollution	type of pollution	oil	type of pollution: oil	1449
coastal pollution	types of pollution	chemical pollution	types of pollution: chemical pollution	1449
coastal pollution	types of pollution	plastic pollution	types of pollution: plastic pollution	1449
pollution from ships	types	waste pollution	types: waste pollution	1449
atmospheric conditions	pollution	clean	pollution: clean	1449
atmospheric conditions	pollution	polluted	pollution: polluted	1449
acid rain	definition	formed by pollutants	definition: formed by pollutants	1449
coastal pollution	type of pollution	chemical pollution	type of pollution: chemical pollution	1449
coastal pollution	types	plastic pollution	types: plastic pollution	1449
pollution from ships	type of pollution	waste dumping	type of pollution: waste dumping	1449
wastewater	characteristics	containing chemicals	characteristics: containing chemicals	1450
deposit on a polluting product	type of product	bottle	type of product: bottle	1450
deposit on a polluting product	type of product	plastic bottles	type of product: plastic bottles	1450
