|concept|facet_property|cluster_label
66961|common carrier|function: provide transportation service|3054
66962|cable ship|function: inspecting cables|3055
66963|cable ship|purpose: inspecting cables|3055
66964|vehicle registration|related to: vehicle inspection|3055
66965|vehicle crew|role: inspecting|3055
66966|radar or sonar|uses: industrial inspection|3055
66967|radar or sonar|application: industrial inspection|3055
66968|radar or sonar|applications: industrial inspection|3055
66969|multiple track railway|features: grade separation|3056
66970|multiple track railway|features: separation of tracks|3056
66971|multiple track railway|function: separating different types of trains|3056
66972|railway junction|safety: train separation|3056
66973|track gauge|purpose: allowing trains to run|3056
66974|multiple track railway|function: separation of trains|3056
66975|multiple track railway|characteristics: separation of trains|3056
66976|multiple track railway|function: separate different types of trains|3056
66977|multiple track railway|function: separate multiple trains|3056
66978|head end car|features: buffers|3056
66979|dual gauge railway|purpose: allowing different trains to run|3056
66980|multiple track railway|functionality: separation of trains|3056
66981|railway junction|function: enabling train splitting|3056
66982|multiple track railway|function: separate trains|3056
66983|dangerous goods|transportation regulations: segregation|3056
66984|deck cargo|disadvantages: weather dependent|3057
66985|animal powered vehicle|disadvantages: dependent on animal|3057
66986|standard gauge railway|disadvantages: not suitable for|3057
66987|broad gauge railway|disadvantages: difficult to maintain|3057
66988|broad gauge railway|disadvantages: higher construction costs|3057
66989|dual gauge railway|disadvantages: higher construction costs|3057
66990|broad gauge railway|disadvantages: higher maintenance cost|3057
66991|broad gauge railway|disadvantages: requires more maintenance|3057
66992|containerization|disadvantages: space constraints|3057
66993|broad gauge railway|disadvantages: higher maintenance costs|3057
66994|dual gauge railway|disadvantages: higher maintenance costs|3057
66995|broad gauge railway|disadvantages: higher construction cost|3057
66996|electrified railway|disadvantages: higher construction cost|3057
66997|multiple track railway|disadvantages: higher construction cost|3057
66998|track gauge|disadvantages: higher construction cost|3057
66999|electrified railway|disadvantages: dependence on power supply|3057
67000|electrified railway|disadvantages: complex maintenance|3057
67001|track gauge|disadvantages: maintenance|3057
67002|broad gauge railway|disadvantages: higher maintenance|3057
67003|diesel engine|disadvantages: higher maintenance|3057
67004|electrified railway|disadvantages: higher maintenance|3057
67005|track gauge|disadvantages: higher maintenance|3057
67006|dual gauge railway|challenges: higher maintenance costs|3057
67007|multiple track railway|disadvantages: greater maintenance needs|3057
67008|deepwater port|challenges: maintenance costs|3057
67009|standard gauge railway|challenges: maintenance costs|3057
67010|canal system|economic impact: trade routes|3058
67011|river port|economic significance: international trade|3058
67012|deepwater port|importance: international trade|3058
67013|bulk cargo|economical importance: high demand|3058
67014|dry bulk cargo|trade volume: large|3058
67015|merchant marine|historical significance: global trade|3058
67016|canal system|economic impact: commerce|3058
67017|bulk cargo|economic significance: important for global trade|3058
67018|dry bulk cargo|trade volume: significant|3058
67019|dry bulk cargo|trade volume: significant proportion of global trade|3058
67020|canal system|economic impact: trade|3058
67021|petroleum product|economical importance: global trade|3058
67022|river port|economic significance: trade volume|3058
67023|canal system|economic importance: trade|3058
67024|port city|economic importance: trade|3058
67025|river port|economic importance: trade|3058
67026|cabotage|related concepts: free trade|3058
67027|river port|economic significance: global trade|3058
67028|cargo ship|importance: global trade|3058
67029|container terminal|importance: global trade|3058
67030|deepwater port|importance: global trade|3058
67031|merchant marine|importance: global trade|3058
67032|sea lane|importance: global trade|3058
67033|shipping lane|importance: global trade|3058
67034|port city|economic importance: import/export|3058
67035|canal system|economic importance: global trade|3058
67036|deepwater port|importance: trade|3058
67037|merchant marine|importance: trade|3058
67038|river port|importance: trade|3058
67039|sea lane|importance: trade|3058
67040|waterway junction|importance: trade|3058
67041|ship berthing|involved parties: customs officer|3059
67042|cargo manifest|users: customs officials|3059
67043|ship berthing|involved parties: customs officials|3059
67044|bill of lading|involved parties: customs authority|3059
67045|cargo handling|professionals: customs officers|3059
67046|commercial shipping|players: customs brokers|3059
67047|commercial shipping|players: port authorities|3059
67048|port embargo|enforcement: customs officials|3059
67049|commercial shipping|players involved: port authorities|3059
67050|land area|features: valleys|3060
67051|land area|natural features: valleys|3060
67052|fixed bridge|location: valley|3060
67053|land area|location: valley|3060
67054|railroad bridge|location: valley|3060
67055|railroad bridge|location: valleys|3060
67056|land area|natural feature: valley|3060
67057|railroad bridge|location: canyons|3060
67058|land area|features: valley|3060
67059|land area|environmental factors: wildlife|3061
67060|petroleum product|environmental impact: endangered species|3061
67061|land area|biodiversity: wildlife|3061
67062|waterway junction|geographical significance: influences local wildlife|3061
67063|organic object|location: collected from wild|3061
67064|organic object|origin: wild|3061
67065|land area|use for: recreational|3062
67066|ocean liner|used for: leisure activities|3062
67067|transportation device|used for: leisure activities|3062
67068|animal powered vehicle|used for: recreational|3062
67069|glider airplane|used for: recreational|3062
67070|land area|used for: recreational|3062
67071|personal watercraft|used for: recreational|3062
67072|propeller airplane|used for: recreational|3062
67073|road vehicle|used for: recreational|3062
67074|ship berth|used for: recreational|3062
67075|ship hull|used for: recreational|3062
67076|transportation device|used for: recreational|3062
67077|water transportation system|used for: recreational|3062
67078|watercraft|used for: recreational|3062
67079|personal watercraft|used for: recreational use|3062
67080|shipping lane|used for: recreational use|3062
67081|train assembly|used for: recreational use|3062
67082|light truck|used for: outdoor recreation|3062
67083|radio navigation beacon|used for: outdoor recreation|3062
67084|air route|used for: recreational purposes|3062
67085|ocean liner|used for: recreational purposes|3062
67086|water transportation system|used for: recreational purposes|3062
67087|coach railcar|used for: recreational trips|3062
67088|canal structure|function: recreational use|3062
67089|canal system|function: recreational use|3062
67090|glider airplane|function: recreational use|3062
67091|waterway junction|function: recreational use|3062
67092|fishing vessel|used for: recreational activities|3062
67093|offshore anchorage|used for: recreational activities|3062
67094|pier|used for: recreational activities|3062
67095|ship deck|used for: recreational activities|3062
67096|water transportation system|used for: recreational activities|3062
67097|train assembly|used for: recreational activity|3062
67098|transportation device|used for: recreational activity|3062
67099|light truck|purpose: recreational use|3062
67100|navigation buoy|purpose: recreational use|3062
67101|offshore anchorage|purpose: recreational use|3062
67102|road vehicle|purpose: recreational use|3062
67103|ship deck|purpose: recreational use|3062
67104|water transportation system|purpose: recreational use|3062
67105|emergency road vehicle|staff: firefighters|3063
67106|emergency vehicle|staff: firefighters|3063
67107|emergency road vehicle|crew: emergency responders|3063
67108|fire boat|crew: emergency responders|3063
67109|emergency road vehicle|operator: firefighter|3063
67110|emergency vehicle|operator: firefighter|3063
67111|fire engine|operator: firefighter|3063
67112|fire boat|crew: trained firefighters|3063
67113|emergency road vehicle|operator: firefighters|3063
67114|fire boat|operator: fire department|3063
67115|emergency road vehicle|crew: firefighter|3063
67116|vehicle crew|team: dispatch|3063
67117|emergency vehicle|driver: firefighters|3063
67118|emergency vehicle|staff: rescue team|3063
67119|emergency road vehicle|crew composition: firefighters|3063
67120|emergency vehicle|training: firefighter|3063
67121|emergency road vehicle|crew: firefighters|3063
67122|emergency vehicle|crew: firefighters|3063
67123|fire boat|crew: firefighters|3063
67124|fire engine|crew: firefighters|3063
67125|emergency road vehicle|crew: tow truck operators|3063
67126|emergency road vehicle|driver role: firefighter|3063
67127|fire engine|driver role: firefighter|3063
67128|vehicle wheel|used for: traction|3064
67129|vehicle wheel|function: providing traction|3064
67130|vehicle wheel|purpose: enhancing traction|3064
67131|head end car|purpose: traction|3064
67132|vehicle wheel|function: traction|3064
67133|vehicle wheel|purpose: providing traction|3064
67134|motor scooter|features: kickstand|3064
67135|vehicle wheel|function: provides traction|3064
67136|broad gauge railway|advantages: better traction|3064
67137|electrified railway|technology: traction|3064
67138|ocean liner|used for: cruise vacations|3065
67139|passenger ship|accommodation: cruises|3065
67140|dining car|location: cruise ship|3065
67141|ocean liner|used for: cruises|3065
67142|port city|features: cruise ship|3065
67143|ship deck|found on: cruise ship|3065
67144|shipping lane|usage: used by passenger ships|3065
67145|ship berth|used for: cruise ship|3065
67146|port city|activities: cruise ship terminal|3065
67147|ship berth|used for: cruise ships|3065
67148|ship berth|used for: ocean liner|3065
67149|dining car|characteristics: part of cruise ship|3065
67150|ship berthing|physical structure: wharf|3066
67151|pier|structure: waterfront|3066
67152|pier|features: jetty|3066
67153|ship berthing|features: jetty|3066
67154|offshore anchorage|type: quay|3066
67155|ship berth|type: quay|3066
67156|ship berthing|type: quay|3066
67157|pier|function: waterfront structure|3066
67158|ship berth|structure: jetty|3066
67159|ship berthing|structure: jetty|3066
67160|offshore anchorage|type: wharf|3066
67161|ship berth|type: wharf|3066
67162|ship berthing|type: wharf|3066
67163|port city|features: quay|3066
67164|river port|features: quay|3066
67165|pier|function: wharf|3066
67166|ship berth|features: wharf|3066
67167|ship berth|related to: waterfront|3066
67168|pier|function: jetty|3066
67169|ship berth|definition: wharf|3066
67170|container terminal|structure: quay|3066
67171|port facility|structure: quay|3066
67172|ship berth|structure: quay|3066
67173|ship berthing|structure: quay|3066
67174|water area|feature: wharf|3066
67175|container terminal|location: quay|3066
67176|deck cargo|location: quay|3066
67177|port crane|location: quay|3066
67178|ship berth|location: quay|3066
67179|ship berthing|location: quay|3066
67180|ship berth|types: wharf|3066
67181|ship berthing|marine infrastructure: wharf|3066
67182|ship berth|structure: wharf|3066
67183|ship berthing|structure: wharf|3066
67184|transit stop|features: ferry dock|3066
67185|port crane|found in: quay|3066
67186|ship berth|types: quay|3066
67187|pier|feature: jetty|3066
67188|land vehicle|location: field|3067
67189|body motion|location: battlefield|3067
67190|radar facility|location: battlefield|3067
67191|animal powered vehicle|environment: field|3067
67192|managing|environment: field|3067
67193|organizational process|environment: field|3067
67194|containerization|field: it|3067
67195|railroad track|location: across fields|3067
67196|radio navigation beacon|installation location: land|3067
67197|guiding|field: outdoors|3067
67198|navigation|field: outdoors|3067
67199|internal attribute|type: field|3067
67200|relational attribute|type: field|3067
67201|glider airplane|location: open field|3067
67202|cargo container|location: yard|3067
67203|deck crane|location: yard|3067
67204|railroad track|location: yard|3067
67205|railway junction|location: yard|3067
67206|railway vehicle|location: yard|3067
67207|rolling stock|location: yard|3067
67208|spine car|location: yard|3067
67209|train assembly|location: yard|3067
67210|tank car|capacity: holds liquids|3068
67211|tank car|function: storing liquids|3068
67212|fuel tank|features: has a cap|3068
67213|volume measure|example: water bottle|3068
67214|tank car|purpose: storage of liquids|3068
67215|chemical tanker ship|capacity: storing liquids|3068
67216|tank car|purpose: storing liquids|3068
67217|tank car|capacity: holds a lot of liquid|3068
67218|full size van|features: cup holders|3068
67219|minivan|features: cup holders|3068
67220|full size van|interior features: cup holders|3068
67221|fuel tank|capacity: holds liters|3068
67222|ship hold|used for: carrying liquids|3068
67223|partial container ship|capacity: partially filled|3068
67224|cubic foot|physical object: container for liquids|3068
67225|attaching|tool: scissors|3069
67226|attaching|tools: scissors|3069
67227|motor scooter|brand: razor|3069
67228|petroleum product|sources: refineries|3070
67229|drilling ship|purpose: gas production|3070
67230|petroleum product|production method: extracting from natural gas|3070
67231|petroleum pipeline|usage: oil and gas production|3070
67232|diesel fuel|production method: extracting from oil sands|3070
67233|drilling ship|function: oil and gas extraction|3070
67234|petroleum product|production process: extracting from natural gas|3070
67235|drilling ship|purpose: extracting oil and gas|3070
67236|diesel fuel|production: extracting from oil sands|3070
67237|diesel fuel|production: extracting from natural gas|3070
67238|drilling ship|function: natural gas extraction|3070
67239|drilling ship|purpose: extracting natural gas|3070
67240|diesel fuel|production: from natural gas|3070
67241|diesel fuel|production: extraction from natural gas|3070
67242|research ship|type: exploration ship|3071
67243|research ship|design: research vessel|3071
67244|research ship|functionality: research vessel|3071
67245|research ship|type: research submarine|3071
67246|research ship|type: research icebreaker|3071
67247|cable ship|type: research vessel|3071
67248|fish factory ship|type: research vessel|3071
67249|research ship|type: research vessel|3071
67250|whaling ship|type: research vessel|3071
67251|research ship|type: exploration boat|3071
67252|research ship|functionality: exploration vessel|3071
67253|research ship|type: scientific cruise|3071
67254|research ship|type: expedition ship|3071
67255|research ship|type: scientific ship|3071
67256|research ship|type: scientific vessel|3071
67257|tugboat|function: salvage|3072
67258|pusher tug|used for: salvage|3072
67259|tugboat|used for: salvage|3072
67260|tugboat|function: salvage operations|3072
67261|tugboat|use: salvage|3072
67262|offshore support ship|operations: performing salvage operations|3072
67263|air traffic control procedure|training and certification: licensing|3073
67264|airport classification|certification: eu|3073
67265|ship agent|credentials: certification|3073
67266|contract carrier|certifications: osha|3073
67267|commercial agent|certifications: licensing|3073
67268|contract carrier|certifications: dot|3073
67269|propeller airplane|pilot requirements: licensing|3073
67270|commercial agent|training: licensing|3073
67271|vehicle crew|training: licensing|3073
67272|regulatory process|output: certification|3073
67273|commercial agent|certifications: registration|3073
67274|commercial agent|certifications: certification|3073
67275|air traffic control center|certification: licensing|3073
67276|contract carrier|certification: licensing|3073
67277|contract carrier|licenses and certifications: dot|3073
67278|contract carrier|requirements: certification|3073
67279|air traffic control center|training: certification|3073
67280|commercial agent|training: certification|3073
67281|vehicle crew|training: certification|3073
67282|contract carrier|certifications: us customs|3073
67283|regulatory process|outputs: certifications|3073
67284|contract carrier|certifications: fta|3073
67285|air traffic control center|certification: training|3073
67286|commercial agent|qualifications: licensing|3073
67287|airport classification|certification: national|3073
67288|commercial agent|qualifications: certification|3073
67289|vehicle crew|training: license|3073
67290|contract carrier|licenses and certifications: mc|3073
67291|ship agent|credentials: licensing|3073
67292|air traffic control center|certification: regulations|3073
67293|flatcar|category: railway equipment|3074
67294|rolling stock|category: railway equipment|3074
67295|railroad bridge|functionality: supporting trains|3074
67296|railroad track|functionality: supporting trains|3074
67297|head end car|associated with: railway system|3074
67298|coach railcar|commonly found on: railways|3074
67299|flatcar|associated with: railway networks|3074
67300|cab car|associated with: railway|3074
67301|gallery car|associated with: railway|3074
67302|rolling stock|found in: railway|3074
67303|flatcar|associated with: railway industry|3074
67304|tank car|associated with: railway industry|3074
67305|transit stop|equipment: train platform|3074
67306|rolling stock|owned by: railway company|3074
67307|rolling stock|used in: railway industry|3074
67308|deepwater port|associated with: railways|3074
67309|gallery car|associated with: railway company|3074
67310|rolling stock|associated with: railway track|3074
67311|dining car|part of: railway|3074
67312|railroad track|function: supporting trains|3074
67313|track gauge|used for: railway transportation|3074
67314|cab car|found in: railway network|3074
67315|track gauge|used in: railway systems|3074
67316|freight car|used in: railway|3074
67317|rolling stock|used in: railway|3074
67318|track gauge|used in: railway|3074
67319|coach railcar|often associated with: railway network|3074
67320|coach railcar|found on: railway|3074
67321|guiding|result: increased confidence|3075
67322|guiding|benefit: increased confidence|3075
67323|internal attribute|example: confidence|3075
67324|guiding|benefits: increased confidence|3075
67325|guiding|outcomes: increased confidence|3075
67326|guiding|outcome: increased confidence|3075
67327|guiding|outcome: confidence|3075
67328|moving violation|caused by: mechanical failure|3076
67329|moving violation|cause: mechanical issue|3076
67330|moving violation|cause: mechanical issues|3076
67331|moving violation|driver's reaction: shock|3076
67332|moving violation|cause: vehicle malfunction|3076
67333|scale test car|testing process: crashing|3076
67334|moving violation|causes: vehicle malfunction|3076
67335|moving violation|cause: mechanical failure|3076
67336|electric motor|function: converts electrical energy|3077
67337|electric motor|purpose: converting electrical energy|3077
67338|cable ship|purpose: energy transmission|3077
67339|water transportation system|purpose: energy transmission|3077
67340|electric motor|purpose: converts electrical energy|3077
67341|electric motor|function: converts electrical energy to mechanical energy|3077
67342|electric motor|operation: converts electrical energy|3077
67343|attaching|process: electrical|3077
67344|dining car|experience: social gathering|3078
67345|ship cabin|purpose: socializing|3078
67346|private railcar|usage: private parties|3078
67347|dining car|purpose: to socialize|3078
67348|lighter|usage: social gatherings|3078
67349|gallery car|used for: conventions|3078
67350|private railcar|used for: family gatherings|3078
67351|land area|biodiversity: habitat|3079
67352|water area|environmental significance: watershed|3079
67353|land area|environmental factors: ecosystem|3079
67354|waterway junction|importance: ecosystem|3079
67355|land area|importance: habitat|3079
67356|land area|biodiversity: ecosystem|3079
67357|water area|environmental significance: ecosystem|3079
67358|water area|environmental significance: habitat|3079
67359|waterway junction|environmental impact: habitat|3079
67360|whaling ship|historical significance: played role in environmental debates|3079
67361|traffic light|control: yield|3080
67362|traffic signal|control: yield|3080
67363|traffic control process|rules: yielding|3080
67364|road transportation system|operations: yielding|3080
67365|traffic signal|types: yield|3080
67366|road junction|traffic flow: yield|3080
67367|traffic signal|rules: yield|3080
67368|traffic light|functions: yield|3080
67369|traffic control process|type: yield|3080
67370|traffic control process|principles: yielding|3080
67371|drilling ship|function: conducting seismic tests|3081
67372|drilling ship|type: seismic|3081
67373|drilling ship|function: seismic survey|3081
67374|drilling ship|type: seismic survey|3081
67375|drilling ship|function: conduct seismic surveys|3081
67376|drilling ship|function: conduct seismic survey|3081
67377|atmospheric region|boundaries: defines the edge of the stratosphere|3082
67378|atmospheric region|boundary: tropopause|3082
67379|atmospheric region|boundary: stratopause|3082
67380|atmospheric region|boundary: thermosphere|3082
67381|atmospheric region|boundary: edge of troposphere|3082
67382|atmospheric region|boundary: thermosphere edge|3082
67383|atmospheric region|boundary: stratosphere|3082
67384|atmospheric region|boundaries: defines the edge of the troposphere|3082
67385|atmospheric region|boundaries: defines the edge of the atmosphere|3082
67386|atmospheric region|boundary: edge of stratosphere|3082
67387|commercial airport|infrastructure: runways|3083
67388|international airport|infrastructure: runways|3083
67389|international airport|infrastructure: taxiway|3083
67390|commercial airport|infrastructure: taxiways|3083
67391|international airport|features: taxiway|3083
67392|flight deck|layout: taxiway|3083
67393|airport classification|infrastructure: runway|3083
67394|commercial airport|infrastructure: runway|3083
67395|international airport|infrastructure: runway|3083
67396|commercial airport|infrastructure: aircraft parking|3083
67397|international airport|infrastructure: aircraft parking|3083
67398|international airport|features: jetway|3083
67399|railway junction|type: flyover|3083
67400|commercial airport|infrastructure: tarmac|3083
67401|international airport|infrastructure: tarmac|3083
67402|international airport|infrastructure: aircraft fueling|3083
67403|mode of transit|infrastructure: airway|3083
67404|mode of transit|infrastructure: airfield|3083
67405|international airport|infrastructure: ground handling|3083
67406|commercial carrier|infrastructure: planes|3083
67407|flight deck|physical features: taxiway|3083
67408|organic compound|found in: animals|3084
67409|organic object|origin: animal-based|3084
67410|transportation device|used by: animals|3084
67411|animal powered vehicle|components: animal|3084
67412|organic object|material: animal|3084
67413|organic object|source: animal|3084
67414|etiologic agent|origin: human|3084
67415|signalling|receiver: animal|3084
67416|organic object|origin: from animal|3084
67417|etiologic agent|origin: animal|3084
67418|organic object|origin: animal|3084
67419|commercial shipping|players involved: shipping lines|3085
67420|common carrier|types: shipping line|3085
67421|contract carrier|types: shipping line|3085
67422|port city|features: shipping lines|3085
67423|commercial shipping|industry: shipping line|3085
67424|vehicle carrier ship|owned by: shipping companies|3085
67425|liner service|operators: shipping companies|3085
67426|liner service|operators: maritime companies|3085
67427|common carrier|type: shipping line|3085
67428|contract carrier|type: shipping line|3085
67429|transportation company|type: shipping line|3085
67430|port crane|operator: shipping companies|3085
67431|liner service|operator: shipping line|3085
67432|petroleum tanker ship|operator: shipping line|3085
67433|commercial shipping|companies: shipping lines|3085
67434|cargo ship|operated by: shipping companies|3085
67435|container ship|operated by: shipping companies|3085
67436|freighter|operated by: shipping companies|3085
67437|offshore support ship|operated by: shipping companies|3085
67438|ore carrier ship|operated by: shipping companies|3085
67439|partial container ship|operated by: shipping companies|3085
67440|railcar carrier ship|operated by: shipping companies|3085
67441|vehicle carrier ship|operated by: shipping companies|3085
67442|container terminal|involved parties: shipping lines|3085
67443|liner service|provider: maritime line|3085
67444|liner service|operators: shipping lines|3085
67445|crane ship|operated by: shipowners|3085
67446|commercial shipping|industry: shipping lines|3085
67447|intermodal transportation|industry: shipping lines|3085
67448|commercial shipping|players: shipping lines|3085
67449|railcar carrier ship|function: ship railcars|3085
67450|attribute|definition: quality or characteristic|3086
67451|internal attribute|definition: quality|3086
67452|refrigerated compartment|importance: preserves food quality|3086
67453|internal attribute|meaning: quality|3086
67454|cargo manifest|requirements: completeness|3086
67455|organizational process|goals: quality|3086
67456|regulatory process|goals: quality|3086
67457|set or class|properties: difference|3086
67458|organizational process|outcomes: quality|3086
67459|managing|goal: quality|3086
67460|organizational process|measures: quality|3086
67461|internal attribute|type: quality|3086
67462|signalling|influences: society|3087
67463|attribute|influence: affects|3087
67464|government organization|influence: local|3087
67465|attribute|influence: determines|3087
67466|internal attribute|influence: affects behavior|3087
67467|intentional process|influences: social pressures|3087
67468|etiologic agent|definition: causative agent|3087
67469|internal attribute|influence: affects relationships|3087
67470|internal attribute|function: affecting mood|3087
67471|internal attribute|relation to external: influences external behavior|3087
67472|attribute|influence: influences|3087
67473|internal attribute|influence: affects self-esteem|3087
67474|tank car|safety features: protective coating|3088
67475|paved runway|safety features: clear zones|3088
67476|paved runway|safety features: striping|3088
67477|road junction|safety: well designed|3088
67478|material handling equipment|safety: operator protection|3088
67479|shipping channel|function: safety feature|3088
67480|full size van|features: safety features|3088
67481|hoisting device|features: safety features|3088
67482|outfit car|features: safety features|3088
67483|road vehicle|features: safety features|3088
67484|tractor trailer|features: safety features|3088
67485|hoisting device|safety features: safety nets|3088
67486|ore carrier ship|safety features: safety nets|3088
67487|material handling equipment|safety: safety features|3088
67488|transportation system|safety: safety features|3088
67489|chemical tanker ship|safety features: separate compartments|3088
67490|refrigerated compartment|safety feature: automatic defrost|3088
67491|rail transportation system|features: safety|3088
67492|hoisting device|safety feature: safety net|3088
67493|sport utility vehicle|safety: advanced safety features|3088
67494|road junction|safety features: separation barriers|3088
67495|chemical tanker ship|safety features: certainly|3088
67496|chemical tanker ship|design: safety-focused|3088
67497|lighter|safety features: child-resistant|3088
67498|single traffic lane|safety feature: reflective paint|3088
67499|chemical tanker ship|safety features: hazardous material handling|3088
67500|head end car|usage: ensures the safety of a train|3088
67501|hoisting device|safety features: operator protection|3088
67502|material handling equipment|safety features: operator protection|3088
67503|lighter|safety feature: child-resistant|3088
67504|chemical tanker ship|construction: built for safety|3088
67505|offshore anchorage|associated with: safety|3088
67506|tank car|construction: safety features|3088
67507|fishing trawler|safety: safety nets|3088
67508|dining car|cuisine: specialized|3089
67509|dining car|cuisine: fine dining|3089
67510|private railcar|features: gourmet meals|3089
67511|dining car|cuisine: casual|3089
67512|dining car|services: special dietary options|3089
67513|dining car|menu: specialized cuisine|3089
67514|private railcar|features: gourmet dining|3089
67515|dining car|cuisine: various|3089
67516|dining car|cuisine: buffet|3089
67517|dining car|cuisine: varied|3089
67518|flight deck|equipment: flight instruments|3090
67519|navigation|device: aircraft instrument|3090
67520|flight deck|equipment: aviation instruments|3090
67521|air traffic control procedure|instrument: flight plans|3090
67522|flight deck|equipment: aircraft instruments|3090
67523|flight deck|equipment: instrument landing system|3090
67524|crew list|purpose: tracking attendance|3091
67525|crew list|purpose: track attendance|3091
67526|crew list|usage: attendance tracking|3091
67527|crew list|source: attendance sheet|3091
67528|crew list|usage: tracking attendance|3091
67529|crew list|related concept: attendance sheet|3091
67530|crew list|use case: reporting|3092
67531|vehicle crew|responsibility: reporting|3092
67532|managing|tools used: reporting|3092
67533|managing|tools: reporting|3092
67534|cargo manifest|function: reporting|3092
67535|regulatory process|steps: reporting|3092
67536|crew list|usage: reporting|3092
67537|relational attribute|usage: reporting|3092
67538|crew list|used for: reporting|3092
67539|managing|method: reporting|3092
67540|managing|responsibilities: reporting|3092
67541|radar facility|operational aspects: reporting|3092
67542|port crane|found at: dock|3093
67543|ship hold|location: at a dock|3093
67544|deck crane|location: on a dock|3093
67545|ship deck|location: on a dock|3093
67546|ship hold|location: on the dock|3093
67547|ship deck|location: on dock|3093
67548|pier|function: boarding dock|3093
67549|ship deck|location: on a pier|3093
67550|cargo container|location: dock|3093
67551|container terminal|location: dock|3093
67552|fishing vessel|location: dock|3093
67553|general cargo ship|location: dock|3093
67554|ocean liner|location: dock|3093
67555|partial container ship|location: dock|3093
67556|personal watercraft|location: dock|3093
67557|port crane|location: dock|3093
67558|port facility|location: dock|3093
67559|ship agent|location: dock|3093
67560|ship berth|location: dock|3093
67561|ship berthing|location: dock|3093
67562|ship hull|location: dock|3093
67563|watercraft|location: dock|3093
67564|ship compartment|location: in hull|3093
67565|ship berthing|purpose: to dock|3093
67566|ship deck|location: on pier|3093
67567|ship hull|location: at dock|3093
67568|port crane|usage: at docks|3093
67569|port crane|location: docks|3093
67570|contract carrier|responsibilities: delivering products|3094
67571|contract carrier|responsibilities: managing supply chain|3094
67572|ship agent|functions: handling logistics|3094
67573|merchant marine|roles: logistics|3094
67574|ship agent|responsibilities: logistics planning|3094
67575|cargo manifest|uses: planning logistics|3094
67576|merchant marine|roles: supply chain|3094
67577|commercial agent|role: handles logistics|3094
67578|contract carrier|responsibility: delivering products|3094
67579|liner service|operator: organization|3094
67580|offshore supply ship|operator: organization|3094
67581|ore carrier ship|operator: organization|3094
67582|transportation system|operator: organization|3094
67583|commercial agent|responsibilities: managing inventory|3094
67584|contract carrier|responsibilities: managing inventory|3094
67585|ship agent|responsibilities: managing inventory|3094
67586|ship agent|function: managing logistics|3094
67587|ship agent|job: managing logistics|3094
67588|contract carrier|responsibilities: manage logistics|3094
67589|cargo handling|responsibility: logistics company|3094
67590|ship agent|responsibility: handling logistics|3094
67591|crew list|organization: job title|3094
67592|ship agent|responsibilities: handles logistics|3094
67593|cargo handling|responsibility: warehouse manager|3094
67594|merchant marine|roles: logistical|3094
67595|contract carrier|responsibilities: handling logistics|3094
67596|ship agent|responsibilities: handling logistics|3094
67597|ship agent|function: coordinating logistics|3094
67598|ship agent|responsibilities: arranging logistics|3094
67599|contract carrier|responsibilities: managing logistics|3094
67600|ship agent|responsibilities: coordinating logistics|3094
67601|ship agent|responsibilities: negotiating freight rates|3094
67602|ship agent|role: handling logistics|3094
67603|ship agent|responsibilities: arranging cargo transport|3094
67604|cargo handling|responsibility: logistics provider|3094
67605|cargo manifest|responsibility: logistics provider|3094
67606|arriving|purpose: settle|3095
67607|navigation|action: settling|3095
67608|arriving|purpose: settling|3095
67609|crane ship|located at: construction site|3096
67610|deck crane|located at: construction site|3096
67611|flatcar|located at: construction site|3096
67612|paved runway|located at: construction site|3096
67613|truck tractor|located at: construction site|3096
67614|flatcar|typically found in: construction sites|3096
67615|deck crane|found in: construction sites|3096
67616|flatcar|found in: construction sites|3096
67617|truck tractor|found in: construction sites|3096
67618|crew list|commonly found in: construction site|3096
67619|light truck|commonly found in: construction site|3096
67620|truck trailer|placed at: construction site|3096
67621|long ton|commonly used in: construction industry|3096
67622|light truck|popular among: construction workers|3096
67623|material handling equipment|used in: construction sites|3096
67624|ship hull|construction: assembled on site|3096
67625|truck trailer|found in: construction site|3096
67626|deck crane|used in: construction site|3096
67627|material handling equipment|used in: construction site|3096
67628|truck trailer|commonly found at: construction site|3096
67629|portable bridge|use cases: construction site|3096
67630|light truck|commonly used for: construction sites|3096
67631|deck cargo|origin: construction sites|3096
67632|flatcar|commonly found in: construction sites|3096
67633|light truck|commonly found in: construction sites|3096
67634|truck tractor|commonly found in: construction sites|3096
67635|truck trailer|commonly found in: construction sites|3096
67636|deck crane|usage: construction industry|3096
67637|crane ship|located at: construction sites|3096
67638|scale test car|types: static|3097
67639|dry bulk cargo|characteristics: inert|3097
67640|ship deck|characteristics: subject to waves|3097
67641|common carrier|characteristics: neutral|3097
67642|set or class|characteristics: static|3097
67643|water area|characteristic: still|3097
67644|aid to navigation|characteristics: stationary|3097
67645|traffic signal|type: dynamic|3097
67646|water area|characteristics: still|3097
67647|scale test car|types: dynamic|3097
67648|ship hull|design: displacement|3098
67649|volume measure|method: displacement|3098
67650|volume measure|methods: displacement|3098
67651|air traffic control center|data analysis: aircraft performance|3099
67652|scale test car|purpose: calibrating|3099
67653|radar or sonar|principle: measuring frequency|3099
67654|scale test car|features: calibration|3099
67655|scale test car|testing process: measuring|3099
67656|volume measure|methods: calibration|3099
67657|land area|determination method: satellite imaging|3099
67658|scale test car|purpose: calibration|3099
67659|scale test car|function: calibrating|3099
