concept	facet	property
container ship	operated by	shipping company
container ship	operated by	port authority
container ship	operated by	government
train station	function	transportation hub
train station	function	departure point
train station	function	arrival point
train station	building type	large structure
train station	building type	public building
train station	features	platforms
train station	features	tracks
train station	features	ticket counters
train station	features	waiting area
train station	location	city
train station	location	town
train station	location	suburb
train station	operations	schedules
train station	operations	timetables
train station	operations	train arrivals
train station	operations	fare payment
train station	services	food and drink
train station	services	restrooms
train station	services	waiting area
train station	services	information desk
electrical signalling	mechanism	action potential
electrical signalling	mechanism	ion channels
electrical signalling	mechanism	neurotransmitters
electrical signalling	type	sensory
electrical signalling	type	motor
electrical signalling	type	cognitive
electrical signalling	speed	millisecond
electrical signalling	speed	millisecond range
electrical signalling	direction	unidirectional
electrical signalling	direction	bidirectional
electrical signalling	role	communication
electrical signalling	role	control
electrical signalling	role	information transfer
electrical signalling	medium	nerve fibre
electrical signalling	medium	synapse
electrical signalling	medium	electrolyte solution
cargo ship	purpose	transport goods
cargo ship	purpose	carry cargo
cargo ship	size	large
cargo ship	size	huge
cargo ship	size	massive
cargo ship	type	container ship
cargo ship	type	bulk carrier
cargo ship	type	tanker
cargo ship	features	holds
cargo ship	features	containers
cargo ship	features	cranes
cargo ship	features	propulsion
cargo ship	operation	oceanic
cargo ship	operation	port-based
cargo ship	operation	international trade
cargo ship	crew	skilled
cargo ship	crew	experienced
cargo ship	crew	multinational
cargo ship	materials	steel
cargo ship	materials	aluminum
cargo ship	materials	engine
cargo ship	materials	propulsion system
intermodal transportation	definition	moving goods or people using multiple modes
intermodal transportation	definition	combining different transportation methods
intermodal transportation	types	truck and rail
intermodal transportation	types	truck and sea
intermodal transportation	types	truck and air
intermodal transportation	types	rail and sea
intermodal transportation	types	air and rail
intermodal transportation	advantages	increased efficiency
intermodal transportation	advantages	reduced costs
intermodal transportation	advantages	reduced environmental impact
intermodal transportation	challenges	coordination between modes
intermodal transportation	challenges	different infrastructure requirements
intermodal transportation	challenges	security concerns
intermodal transportation	industry	logistics companies
intermodal transportation	industry	shipping companies
intermodal transportation	industry	transportation authorities
intermodal transportation	practical applications	supply chain management
intermodal transportation	practical applications	international trade
intermodal transportation	practical applications	urban planning
coach railcar	type	passenger car
coach railcar	type	railway vehicle
coach railcar	function	carries passengers
coach railcar	function	provides seating
coach railcar	features	windows
coach railcar	features	doors
coach railcar	features	seats
coach railcar	features	tables
coach railcar	features	restrooms
coach railcar	size	varies
coach railcar	size	dependent on train
coach railcar	material	metal
coach railcar	material	plastic
coach railcar	material	wood
coach railcar	used for	commuting
coach railcar	used for	tourism
coach railcar	used for	business travel
coach railcar	found in	train station
coach railcar	found in	railway yard
coach railcar	found in	on a train
terminal building	function	airport
terminal building	function	departure
terminal building	function	arrival
terminal building	function	check-in
terminal building	structure	large
terminal building	structure	modern
terminal building	structure	glass
terminal building	structure	steel
terminal building	facilities	security check
terminal building	facilities	baggage claim
terminal building	facilities	food court
terminal building	facilities	shops
terminal building	location	airport
terminal building	location	near runway
terminal building	location	city center
terminal building	size	large
terminal building	size	complex
terminal building	architecture	unique
terminal building	architecture	iconic
terminal building	architecture	sustainable
commercial carrier	type	airline
commercial carrier	type	shipping company
commercial carrier	type	bus company
commercial carrier	type	train company
commercial carrier	purpose	transport goods
commercial carrier	purpose	transport people
commercial carrier	purpose	deliver packages
commercial carrier	fleet	aircraft
commercial carrier	fleet	trucks
commercial carrier	fleet	buses
commercial carrier	fleet	trains
commercial carrier	coverage	local
commercial carrier	coverage	regional
commercial carrier	coverage	national
commercial carrier	coverage	international
commercial carrier	services	air freight
commercial carrier	services	sea freight
commercial carrier	services	land transportation
commercial carrier	services	logistics
commercial carrier	reputation	reliable
commercial carrier	reputation	efficient
commercial carrier	reputation	expensive
commercial carrier	reputation	slow
department of transportation	government agency	federal
department of transportation	government agency	state
department of transportation	government agency	local
department of transportation	responsibilities	building and maintaining roads
department of transportation	responsibilities	regulating traffic
department of transportation	responsibilities	ensuring public safety
department of transportation	activities	issuing licenses
department of transportation	activities	enforcing traffic laws
department of transportation	activities	planning infrastructure projects
department of transportation	employees	engineers
department of transportation	employees	law enforcement
department of transportation	employees	administrators
department of transportation	functions	transportation planning
department of transportation	functions	public outreach
department of transportation	functions	emergency response
department of transportation	jurisdiction	national
department of transportation	jurisdiction	state
department of transportation	jurisdiction	local
vehicle carrier ship	type	commercial
vehicle carrier ship	type	military
vehicle carrier ship	size	large
vehicle carrier ship	size	giant
vehicle carrier ship	function	transporting vehicles
vehicle carrier ship	function	carrying cargo
vehicle carrier ship	speed	fast
vehicle carrier ship	speed	slow
vehicle carrier ship	location	ocean
vehicle carrier ship	location	port
vehicle carrier ship	location	sea route
vehicle carrier ship	purpose	transporting goods
vehicle carrier ship	purpose	military operations
vehicle carrier ship	features	deck space
vehicle carrier ship	features	loading cranes
vehicle carrier ship	features	steerage
transportation system	mode	road
transportation system	mode	air
transportation system	mode	water
transportation system	mode	rail
transportation system	mode	public
transportation system	mode	private
transportation system	vehicle	car
transportation system	vehicle	bus
transportation system	vehicle	train
transportation system	vehicle	ship
transportation system	vehicle	plane
transportation system	vehicle	bike
transportation system	vehicle	truck
transportation system	route	fixed
transportation system	route	variable
transportation system	route	route map
transportation system	route	gps navigation
transportation system	purpose	commuting
transportation system	purpose	tourism
transportation system	purpose	logistics
transportation system	purpose	emergency
transportation system	purpose	recreation
transportation system	infrastructure	road network
transportation system	infrastructure	airport
transportation system	infrastructure	seaport
transportation system	infrastructure	railway
transportation system	infrastructure	bus station
transportation system	operation	manual
transportation system	operation	automatic
transportation system	operation	scheduling
transportation system	operation	route planning
transportation system	operation	traffic management
transitway	type	road
transitway	type	highway
transitway	type	freeway
transitway	function	connecting cities
transitway	function	connecting neighborhoods
transitway	function	reducing traffic congestion
transitway	design	multiple lanes
transitway	design	interchanges
transitway	design	ramps
transitway	location	urban areas
transitway	location	suburbs
transitway	location	highways
transitway	traffic	heavy
transitway	traffic	busy
transitway	traffic	congested
transitway	maintenance	regularly maintained
transitway	maintenance	well-maintained
transitway	maintenance	infrastructure
transitway	purpose	facilitating transportation
transitway	purpose	improving traffic flow
transitway	purpose	increasing accessibility
petroleum tanker ship	type	ocean-going
petroleum tanker ship	type	tanker
petroleum tanker ship	function	transporting oil
petroleum tanker ship	function	shipping petroleum
petroleum tanker ship	size	large
petroleum tanker ship	size	massive
petroleum tanker ship	structure	steel hull
petroleum tanker ship	structure	propeller
petroleum tanker ship	structure	anchor
petroleum tanker ship	operation	operated by crew
petroleum tanker ship	operation	requires maintenance
petroleum tanker ship	operation	subject to regulations
petroleum tanker ship	location	ocean
petroleum tanker ship	location	port
petroleum tanker ship	location	waterway
petroleum tanker ship	features	holds large amount of oil
petroleum tanker ship	features	has cargo tanks
petroleum tanker ship	features	uses gps navigation
local transit system	purpose	transport people
local transit system	purpose	connect neighborhoods
local transit system	purpose	reduce traffic
local transit system	type	bus
local transit system	type	train
local transit system	type	tram
local transit system	type	ferry
local transit system	operation	publicly owned
local transit system	operation	privately operated
local transit system	operation	24/7 service
local transit system	operation	limited hours
local transit system	route	fixed route
local transit system	route	flexible route
local transit system	route	on-demand service
local transit system	vehicle	bus
local transit system	vehicle	train
local transit system	vehicle	tram
local transit system	vehicle	ferry
local transit system	scheduling	fixed schedule
local transit system	scheduling	real-time scheduling
local transit system	scheduling	on-demand scheduling
local transit system	coverage	city
local transit system	coverage	county
local transit system	coverage	region
local transit system	coverage	state
local transit system	fare	free
local transit system	fare	paid
local transit system	fare	subsidized
local transit system	fare	by-pass
drilling ship	function	oil extraction
drilling ship	function	offshore drilling
drilling ship	function	exploration
drilling ship	size	large
drilling ship	size	heavy
drilling ship	location	offshore
drilling ship	location	coastal area
drilling ship	location	ocean
drilling ship	structure	floating
drilling ship	structure	anchored
drilling ship	equipment	drilling rig
drilling ship	equipment	cable
drilling ship	equipment	generator
drilling ship	purpose	finding oil
drilling ship	purpose	extracting gas
drilling ship	purpose	scientific research
drilling ship	operator	oil company
drilling ship	operator	government agency
drilling ship	operator	research institution
full size van	type	vehicle
full size van	type	transportation
full size van	type	utility
full size van	size	large
full size van	size	extra long
full size van	size	extra wide
full size van	purpose	family transportation
full size van	purpose	business use
full size van	purpose	recreational use
full size van	features	sliding doors
full size van	features	seating capacity
full size van	features	cargo space
full size van	used for	moving
full size van	used for	camping
full size van	used for	worksite
full size van	used for	family road trip
full size van	characteristics	long
full size van	characteristics	wide
full size van	characteristics	tall
full size van	characteristics	heavy
full size van	brand	ford
full size van	brand	chevrolet
full size van	brand	dodge
full size van	brand	mercedes-benz
maritime blockade	definition	restriction on ships entering or leaving a port
maritime blockade	purpose	economic pressure
maritime blockade	purpose	diplomatic leverage
maritime blockade	methods	naval ships surrounding a port
maritime blockade	methods	minelaying
maritime blockade	methods	seizing ships
maritime blockade	historical examples	blockade of germany during world war i
maritime blockade	historical examples	blockade of cuba during the cuban missile crisis
maritime blockade	effects	economic hardship
maritime blockade	effects	humanitarian crisis
maritime blockade	international law	considered an act of war
maritime blockade	international law	regulated by international law
dry bulk cargo	type	grains
dry bulk cargo	type	ores
dry bulk cargo	type	coal
dry bulk cargo	type	cement
dry bulk cargo	transportation method	ship
dry bulk cargo	transportation method	truck
dry bulk cargo	transportation method	train
dry bulk cargo	destination	power plant
dry bulk cargo	destination	factory
dry bulk cargo	destination	farm
dry bulk cargo	size	large quantity
dry bulk cargo	size	heavy weight
dry bulk cargo	handling	careful loading
dry bulk cargo	handling	specialized equipment
dry bulk cargo	storage	warehouse
dry bulk cargo	storage	silos
dry bulk cargo	industry	agriculture
dry bulk cargo	industry	construction
dry bulk cargo	industry	energy
shipping channel	definition	narrow waterway
shipping channel	definition	connecting sea and sea
shipping channel	definition	allowing ships to pass
shipping channel	purpose	facilitating international trade
shipping channel	purpose	avoiding land routes
shipping channel	purpose	reducing travel time
shipping channel	features	narrow and winding
shipping channel	features	deep enough for large ships
shipping channel	features	well-marked for navigation
shipping channel	location	coastal areas
shipping channel	location	between islands
shipping channel	location	connecting two seas
shipping channel	importance	strategic
shipping channel	importance	economic
shipping channel	importance	environmentally sensitive
transportation device	mode	car
transportation device	mode	airplane
transportation device	mode	train
transportation device	mode	bus
transportation device	mode	ship
transportation device	mode	bicycle
transportation device	mode	motorcycle
transportation device	propulsion	engine
transportation device	propulsion	electric
transportation device	propulsion	human power
transportation device	propulsion	wind
transportation device	speed	fast
transportation device	speed	slow
transportation device	speed	high
transportation device	speed	low
transportation device	capacity	single
transportation device	capacity	multiple
transportation device	capacity	massive
transportation device	purpose	personal
transportation device	purpose	commercial
transportation device	purpose	recreational
transportation device	location	road
transportation device	location	air
transportation device	location	water
transportation device	location	track
transportation device	location	trail
transportation device	technology	manual
transportation device	technology	mechanical
transportation device	technology	electronic
transportation device	technology	hybrid
motor scooter	vehicle type	two-wheeled
motor scooter	vehicle type	motorized
motor scooter	mode of transport	personal
motor scooter	mode of transport	commuting
motor scooter	mode of transport	recreational
motor scooter	engine type	gasoline
motor scooter	engine type	electric
motor scooter	engine type	hybrid
motor scooter	speed	moderate
motor scooter	speed	up to 50 km/h
motor scooter	design	compact
motor scooter	design	foldable
motor scooter	used for	daily commute
motor scooter	used for	weekend rides
motor scooter	used for	long distance travel
motor scooter	features	brakes
motor scooter	features	lights
motor scooter	features	suspension
motor scooter	features	storage space
fishing trawler	type	vessel
fishing trawler	type	boat
fishing trawler	type	fishing gear
fishing trawler	purpose	fishing
fishing trawler	purpose	catching fish
fishing trawler	purpose	commercial fishing
fishing trawler	size	large
fishing trawler	size	medium
fishing trawler	size	small
fishing trawler	propulsion	engine
fishing trawler	propulsion	sail
fishing trawler	propulsion	manual
fishing trawler	location	ocean
fishing trawler	location	sea
fishing trawler	location	coast
fishing trawler	method	trawling
fishing trawler	method	fishing net
fishing trawler	method	fishing line
fishing trawler	cruising speed	slow
fishing trawler	cruising speed	medium
fishing trawler	cruising speed	fast
navigation light	type	beacon
navigation light	type	buoy
navigation light	type	lighthouse
navigation light	function	aiding navigation
navigation light	function	providing warning
navigation light	location	coast
navigation light	location	waterway
navigation light	location	harbor
navigation light	characteristics	visible from distance
navigation light	characteristics	aiding night navigation
navigation light	regulations	regulated by maritime authorities
navigation light	regulations	subject to international regulations
navigation light	used for	marine navigation
navigation light	used for	safety of mariners
navigation light	used for	preventing collisions
transportation schedule	format	timetable
transportation schedule	format	calendar
transportation schedule	purpose	planning
transportation schedule	purpose	organizing
transportation schedule	purpose	informing
transportation schedule	content	departure and arrival times
transportation schedule	content	route information
transportation schedule	content	fare details
transportation schedule	source	online platform
transportation schedule	source	printed brochure
transportation schedule	source	mobile app
transportation schedule	update frequency	daily
transportation schedule	update frequency	weekly
transportation schedule	update frequency	monthly
transportation schedule	scope	local
transportation schedule	scope	national
transportation schedule	scope	international
transportation schedule	audience	passengers
transportation schedule	audience	drivers
transportation schedule	audience	logistics managers
managing	definition	oversight
managing	definition	control
managing	definition	direction
managing	responsibility	task
managing	responsibility	project
managing	responsibility	team
managing	skill	leadership
managing	skill	organization
managing	skill	communication
managing	context	business
managing	context	personal
managing	context	team
managing	goal	efficiency
managing	goal	productivity
managing	goal	success
managing	style	autocratic
managing	style	democratic
managing	style	participative
turboprop airplane	type	aircraft
turboprop airplane	type	propeller-driven
turboprop airplane	type	regional airliner
turboprop airplane	propulsion	turboprop engine
turboprop airplane	propulsion	jet engine
turboprop airplane	propulsion	propeller
turboprop airplane	size	medium
turboprop airplane	size	large
turboprop airplane	speed	low
turboprop airplane	speed	medium
turboprop airplane	speed	high
turboprop airplane	range	short
turboprop airplane	range	medium
turboprop airplane	range	long
turboprop airplane	used for	regional flights
turboprop airplane	used for	cargo transport
turboprop airplane	used for	military operations
turboprop airplane	characteristics	high efficiency
turboprop airplane	characteristics	low noise
turboprop airplane	characteristics	high reliability
jet airplane	mode of transportation	air
jet airplane	mode of transportation	fast
jet airplane	mode of transportation	long distance
jet airplane	propulsion	jet engine
jet airplane	propulsion	turbofan
jet airplane	size	large
jet airplane	size	heavy
jet airplane	speed	high
jet airplane	speed	sonic
jet airplane	range	long
jet airplane	range	transcontinental
jet airplane	use	passenger travel
jet airplane	use	cargo transport
jet airplane	use	military
jet airplane	components	wings
jet airplane	components	engines
jet airplane	components	cockpit
jet airplane	components	tail
jet airplane	aircraft types	commercial airliner
jet airplane	aircraft types	business jet
jet airplane	aircraft types	military jet
jet airplane	aircraft types	fighter jet
organic compound	definition	carbon-based molecule
organic compound	definition	non-metallic
organic compound	definition	not containing hydrogen
organic compound	structure	chain-like
organic compound	structure	ring-like
organic compound	structure	branching
organic compound	properties	soluble
organic compound	properties	insoluble
organic compound	properties	volatile
organic compound	properties	non-volatile
organic compound	examples	sugar
organic compound	examples	fat
organic compound	examples	protein
organic compound	occurrence	living organisms
organic compound	occurrence	environment
organic compound	occurrence	food
organic compound	occurrence	medicine
organic compound	characteristics	highly reactive
organic compound	characteristics	non-reactive
organic compound	characteristics	colorless
organic compound	characteristics	colored
atmospheric region	type	stratosphere
atmospheric region	type	troposphere
atmospheric region	type	mesosphere
atmospheric region	type	thermosphere
atmospheric region	layer	lower
atmospheric region	layer	upper
atmospheric region	layer	middle
atmospheric region	temperature	increasing
atmospheric region	temperature	decreasing
atmospheric region	composition	oxygen
atmospheric region	composition	nitrogen
atmospheric region	composition	argon
atmospheric region	composition	carbon dioxide
atmospheric region	function	regulates earth's climate
atmospheric region	function	supports life
atmospheric region	function	absorbs solar radiation
atmospheric region	characteristics	thick
atmospheric region	characteristics	thin
atmospheric region	characteristics	hot
atmospheric region	characteristics	cold
atmospheric region	located at	around earth
atmospheric region	located at	above earth
atmospheric region	located at	near earth
road junction	type	intersection
road junction	type	crossroads
road junction	type	roundabout
road junction	number of roads	three
road junction	number of roads	four
road junction	number of roads	five
road junction	traffic flow	one-way
road junction	traffic flow	two-way
road junction	traffic flow	roundabout
road junction	control	traffic lights
road junction	control	stop signs
road junction	control	roundabout
road junction	location	urban
road junction	location	rural
road junction	location	highway
road junction	function	connecting roads
road junction	function	distributing traffic
road junction	function	providing access
road junction	safety	high risk
road junction	safety	medium risk
road junction	safety	low risk
passenger car	category	vehicle
passenger car	category	transportation
passenger car	size	compact
passenger car	size	medium
passenger car	size	large
passenger car	shape	sedan
passenger car	shape	suv
passenger car	shape	hatchback
passenger car	features	air conditioning
passenger car	features	power windows
passenger car	features	infotainment system
passenger car	used for	daily commute
passenger car	used for	road trip
passenger car	used for	business meetings
passenger car	propulsion	gasoline
passenger car	propulsion	electric
passenger car	propulsion	hybrid
passenger car	location	parking lot
passenger car	location	highway
passenger car	location	garage
passenger car	capacity	number of seats
passenger car	capacity	luggage space
air traffic control procedure	purpose	ensuring safe flight
air traffic control procedure	purpose	avoiding collisions
air traffic control procedure	methods	communication
air traffic control procedure	methods	radar
air traffic control procedure	methods	visual observation
air traffic control procedure	involved entities	pilots
air traffic control procedure	involved entities	controllers
air traffic control procedure	involved entities	airplanes
air traffic control procedure	involved entities	airports
air traffic control procedure	phases	pre-flight
air traffic control procedure	phases	in-flight
air traffic control procedure	phases	post-flight
air traffic control procedure	rules and regulations	standard procedures
air traffic control procedure	rules and regulations	regulatory bodies
air traffic control procedure	rules and regulations	international agreements
air traffic control procedure	tools and equipment	radars
air traffic control procedure	tools and equipment	communication devices
air traffic control procedure	tools and equipment	flight planning software
keeping	method	storing
keeping	method	preserving
keeping	method	conserving
keeping	duration	short term
keeping	duration	long term
keeping	duration	permanent
keeping	object	item
keeping	object	thing
keeping	object	asset
keeping	purpose	safekeeping
keeping	purpose	maintenance
keeping	purpose	protection
keeping	location	place
keeping	location	spot
keeping	location	area
keeping	responsibility	individual
keeping	responsibility	group
keeping	responsibility	organization
air traffic control center	function	air traffic control
air traffic control center	function	air traffic management
air traffic control center	function	aviation safety
air traffic control center	location	airport
air traffic control center	location	control tower
air traffic control center	location	radar station
air traffic control center	equipment	radar
air traffic control center	equipment	communication systems
air traffic control center	equipment	computer systems
air traffic control center	staff	controllers
air traffic control center	staff	air traffic controllers
air traffic control center	staff	meteorologists
air traffic control center	responsibilities	aircraft separation
air traffic control center	responsibilities	flight planning
air traffic control center	responsibilities	weather forecasting
air traffic control center	communication	radio
air traffic control center	communication	phone
air traffic control center	communication	data link
ship hatch	function	allowing entry and exit
ship hatch	function	providing access to deck
ship hatch	location	on deck
ship hatch	location	below deck
ship hatch	type	emergency hatch
ship hatch	type	standard hatch
ship hatch	material	metal
ship hatch	material	glass
ship hatch	operation	opening and closing
ship hatch	operation	locking and unlocking
ship hatch	safety feature	emergency release
ship hatch	safety feature	hinge
ship hatch	usage	for crew and passengers
ship hatch	usage	for cargo and supplies
ship register	purpose	official record
ship register	purpose	register of ships
ship register	purpose	identification
ship register	contents	list of ships
ship register	contents	information about ships
ship register	contents	ship details
ship register	maintenance	updated regularly
ship register	maintenance	maintained by authorities
ship register	maintenance	accurate records
ship register	use	for navigation
ship register	use	for customs
ship register	use	for insurance
ship register	authority	government agency
ship register	authority	port authority
ship register	authority	maritime authority
ship register	format	digital
ship register	format	physical
ship register	format	online database
shipping lane	location	ocean
shipping lane	location	sea
shipping lane	location	gulf
shipping lane	function	route for ships
shipping lane	function	shipping route
shipping lane	function	maritime route
shipping lane	usage	commercial
shipping lane	usage	military
shipping lane	usage	recreational
shipping lane	characteristics	narrow
shipping lane	characteristics	busy
shipping lane	characteristics	popular
shipping lane	regulation	regulated by
shipping lane	regulation	monitored by
shipping lane	regulation	managed by
shipping lane	importance	strategic
shipping lane	importance	economic
shipping lane	importance	environmental
parking garage	function	parking cars
parking garage	function	storing vehicles
parking garage	structure	multi-story
parking garage	structure	enclosed
parking garage	location	city
parking garage	location	mall
parking garage	location	airport
parking garage	location	office building
parking garage	size	large
parking garage	size	small
parking garage	facilities	elevators
parking garage	facilities	stairs
parking garage	facilities	pay machines
parking garage	security	cameras
parking garage	security	guards
parking garage	security	security gates
parking garage	access	entrance
parking garage	access	exit
parking garage	access	parking spots
sport utility vehicle	type	vehicle
sport utility vehicle	type	off-road vehicle
sport utility vehicle	type	four-wheel drive
sport utility vehicle	size	large
sport utility vehicle	size	heavy
sport utility vehicle	design	rugged
sport utility vehicle	design	aggressive
sport utility vehicle	design	angular
sport utility vehicle	features	high ground clearance
sport utility vehicle	features	four-wheel drive
sport utility vehicle	features	all-wheel drive
sport utility vehicle	uses	off-road driving
sport utility vehicle	uses	towing
sport utility vehicle	uses	daily driving
sport utility vehicle	characteristics	powerful engine
sport utility vehicle	characteristics	good suspension
sport utility vehicle	characteristics	spacious interior
sport utility vehicle	target audience	outdoor enthusiasts
sport utility vehicle	target audience	families
sport utility vehicle	target audience	adventurers
relational attribute	definition	property that depends on another property
relational attribute	example	age depends on date of birth
relational attribute	types	dependent
relational attribute	types	independent
relational attribute	usage	used in database design
relational attribute	usage	used in data modeling
relational attribute	characteristics	variable
relational attribute	characteristics	measurable
relational attribute	relationship	one-to-one
relational attribute	relationship	one-to-many
relational attribute	relationship	many-to-many
international airport	function	facilitate travel
international airport	function	handle international flights
international airport	function	provide amenities
international airport	features	runways
international airport	features	terminal buildings
international airport	features	security checks
international airport	operations	24/7 operations
international airport	operations	multiple gates
international airport	operations	baggage handling
international airport	facilities	restaurants
international airport	facilities	shops
international airport	facilities	lounges
international airport	security measures	customs checks
international airport	security measures	immigration controls
international airport	security measures	tsa screening
international airport	location	near city
international airport	location	near highway
international airport	location	near seaport
organic object	origin	nature
organic object	origin	earth
organic object	origin	soil
organic object	composition	carbon-based
organic object	composition	non-synthetic
organic object	composition	biodegradable
organic object	structure	living
organic object	structure	complex
organic object	structure	self-replicating
organic object	function	supports life
organic object	function	provides nutrients
organic object	function	regulates ecosystem
organic object	examples	tree
organic object	examples	bacteria
organic object	examples	worm
organic object	characteristics	growing
organic object	characteristics	changing
organic object	characteristics	interactive
truck trailer	purpose	transporting goods
truck trailer	purpose	hauled by truck
truck trailer	size	varies
truck trailer	size	large
truck trailer	size	long
truck trailer	structure	metal
truck trailer	structure	rigid
truck trailer	features	wheels
truck trailer	features	axles
truck trailer	features	coupling
truck trailer	usage	logistics
truck trailer	usage	commerce
truck trailer	usage	industry
truck trailer	design	customizable
truck trailer	design	standardized
truck trailer	attached to	truck
truck trailer	attached to	tractor
truck trailer	attached to	tow vehicle
legal charge	type	fine
legal charge	type	penalty
legal charge	type	fee
legal charge	purpose	punishment
legal charge	purpose	compensation
legal charge	purpose	reparation
legal charge	amount	fixed
legal charge	amount	variable
legal charge	payment method	cash
legal charge	payment method	check
legal charge	payment method	online transfer
legal charge	context	court
legal charge	context	traffic
legal charge	context	tax
legal charge	frequency	one-time
legal charge	frequency	recurring
legal charge	importance	serious
legal charge	importance	minor
electronic device	type	computer
electronic device	type	phone
electronic device	type	tv
electronic device	type	gaming console
electronic device	function	process information
electronic device	function	communicate
electronic device	function	entertain
electronic device	function	store data
electronic device	power source	battery
electronic device	power source	electricity
electronic device	power source	rechargeable
electronic device	power source	solar
electronic device	size	portable
electronic device	size	desktop
electronic device	size	large
electronic device	size	small
electronic device	interface	touchscreen
electronic device	interface	keyboard
electronic device	interface	mouse
electronic device	interface	voice
electronic device	usage	personal
electronic device	usage	professional
electronic device	usage	entertainment
electronic device	usage	education
electronic device	components	processor
electronic device	components	memory
electronic device	components	screen
electronic device	components	speaker
liner service	purpose	transport people
liner service	purpose	transport goods
liner service	purpose	provide regular route
liner service	type	airline
liner service	type	shipping company
liner service	type	bus company
liner service	frequency	daily
liner service	frequency	weekly
liner service	frequency	monthly
liner service	route	fixed route
liner service	route	variable route
liner service	vehicle	plane
liner service	vehicle	ship
liner service	vehicle	bus
liner service	cost	expensive
liner service	cost	affordable
liner service	amenities	food and drinks
liner service	amenities	entertainment
liner service	amenities	comfortable seating
fuel tank	purpose	store fuel
fuel tank	purpose	provide energy
fuel tank	location	under car
fuel tank	location	in garage
fuel tank	location	at gas station
fuel tank	material	metal
fuel tank	material	plastic
fuel tank	material	rubber
fuel tank	capacity	measured in gallons
fuel tank	capacity	measured in liters
fuel tank	connection	connected to engine
fuel tank	connection	connected to pump
fuel tank	maintenance	regularly checked
fuel tank	maintenance	emptied and cleaned
fuel tank	safety	vented to prevent explosion
fuel tank	safety	secured to prevent leakage
fire boat	purpose	fighting fires
fire boat	purpose	rescue operations
fire boat	design	large size
fire boat	design	watercraft
fire boat	design	firefighting equipment
fire boat	functions	water cannon
fire boat	functions	pumps
fire boat	functions	hose reels
fire boat	used for	marine firefighting
fire boat	used for	search and rescue
fire boat	used for	emergency response
fire boat	operated by	fire department
fire boat	operated by	coast guard
fire boat	operated by	volunteer crew
fire boat	features	firefighting crew
fire boat	features	communication equipment
fire boat	features	navigation systems
trade embargo	type	economic
trade embargo	type	diplomatic
trade embargo	purpose	punish
trade embargo	purpose	deter
trade embargo	purpose	protect
trade embargo	characteristics	prohibits
trade embargo	characteristics	limits
trade embargo	characteristics	regulates
trade embargo	implementation	unilateral
trade embargo	implementation	multilateral
trade embargo	implementation	international agreement
trade embargo	duration	temporary
trade embargo	duration	permanent
trade embargo	consequences	economic loss
trade embargo	consequences	humanitarian crisis
trade embargo	consequences	diplomatic tension
offshore anchorage	location	ocean
offshore anchorage	location	sea
offshore anchorage	location	coastal area
offshore anchorage	function	providing safe haven
offshore anchorage	function	protecting vessels
offshore anchorage	function	ensuring navigation
offshore anchorage	characteristics	stable
offshore anchorage	characteristics	sheltered
offshore anchorage	characteristics	deep water
offshore anchorage	types	buoy
offshore anchorage	types	beacon
offshore anchorage	types	anchorage zone
offshore anchorage	importance	ensuring maritime safety
offshore anchorage	importance	facilitating navigation
offshore anchorage	importance	protecting marine life
offshore anchorage	regulation	international regulations
offshore anchorage	regulation	local authorities
offshore anchorage	regulation	maritime laws
offshore anchorage	used by	maritime vessels
offshore anchorage	used by	ships
offshore anchorage	used by	yachts
surfaced roadway	material	asphalt
surfaced roadway	material	concrete
surfaced roadway	material	gravel
surfaced roadway	function	driving
surfaced roadway	function	parking
surfaced roadway	function	pedestrian path
surfaced roadway	width	single lane
surfaced roadway	width	multi-lane
surfaced roadway	width	wide
surfaced roadway	surface condition	smooth
surfaced roadway	surface condition	rough
surfaced roadway	surface condition	paved
surfaced roadway	location	city street
surfaced roadway	location	highway
surfaced roadway	location	rural road
surfaced roadway	maintenance	regularly maintained
surfaced roadway	maintenance	neglected
surfaced roadway	traffic volume	heavy
surfaced roadway	traffic volume	light
surfaced roadway	traffic volume	medium
internal attribute	nature	hidden
internal attribute	nature	private
internal attribute	nature	personal
internal attribute	access	difficult
internal attribute	access	hard to access
internal attribute	access	only accessible to owner
internal attribute	importance	high
internal attribute	importance	crucial
internal attribute	importance	vital
internal attribute	relevance	relevant
internal attribute	relevance	important
internal attribute	relevance	meaningful
internal attribute	scope	limited
internal attribute	scope	specific
internal attribute	scope	confined
internal attribute	relationship	intimate
internal attribute	relationship	close
internal attribute	relationship	connected
diesel engine	type	internal combustion
diesel engine	type	heavy-duty
diesel engine	fuel	diesel
diesel engine	fuel	oil
diesel engine	power source	chemical energy
diesel engine	power source	combustion
diesel engine	application	transportation
diesel engine	application	industry
diesel engine	application	construction
diesel engine	efficiency	high torque
diesel engine	efficiency	low emissions
diesel engine	components	cylinders
diesel engine	components	pistons
diesel engine	components	fuel injectors
diesel engine	maintenance	regular oil changes
diesel engine	maintenance	filter replacements
diesel engine	history	invented by rudolf diesel
diesel engine	history	first used in 1913
transportation company	industry	logistics
transportation company	industry	shipping
transportation company	industry	delivery
transportation company	services	air freight
transportation company	services	land transportation
transportation company	services	sea freight
transportation company	vehicles	trucks
transportation company	vehicles	planes
transportation company	vehicles	ships
transportation company	employees	drivers
transportation company	employees	pilots
transportation company	employees	mechanics
transportation company	purpose	moving goods
transportation company	purpose	supply chain management
transportation company	revenue source	shipping fees
