	0	1
44800	function: storing and repairing aircraft	149
44801	function: launching and recovering spacecraft	2603
44802	equipment: hangar doors	149
44803	design: open bay	40
44804	design: closed bay	690
44805	design: sleek and modern	156
44806	features: multiple units	2178
44807	features: diesel-electric	1411
44808	features: steam-powered	1062
44809	operator: private owner	2975
44810	driver role: emergency responder	1117
44811	driver role: public servant	1217
44812	used in: space missions	159
44813	design considerations: high temperature	2135
44814	design considerations: high pressure	3109
44815	design considerations: vibration	1131
44816	method: with tape	1134
44817	method: with screw	836
44818	method: with zip	2605
44819	purpose: for holding	1350
44820	purpose: for joining	666
44821	purpose: for fixing	1543
44822	common places: paper	483
44823	common places: fabric	2160
44824	common places: metal	8
44825	common places: wood	2418
44826	tools: scissors	3069
44827	tools: zipper	2605
44828	definition: most widely used gauge globally	1031
44829	history: popularized in 19th century	1818
44830	related concepts: gauge	1031
44831	production: extracting from natural gas	3070
44832	handling: requires special equipment	501
44833	handling: requires trained personnel	501
44834	handling: can be hazardous	501
44835	design: scientific	996
44836	design: research vessel	3071
44837	equipment: water sampling	2157
44838	function: moving sediment	170
44839	used for: constructing land	964
44840	validity period: triennial	1999
44841	features: unique identifier	1973
44842	uses: law enforcement	448
44843	function: resists damage	2273
44844	design: rounded	174
44845	construction: assembled on site	3096
44846	construction: designed for speed	952
44847	maintenance: inspected for damage	175
44848	modern applications: therapy	1548
44849	modern applications: tourism	2385
44850	features: bridle	845
44851	transmission: vector borne	2660
44852	uses: train travel	1458
44853	history: developed in	2700
44854	history: standardized in	1544
44855	countries: adopted globally	3112
44856	countries: used in specific countries	2999
44857	originated from: roman empire	182
44858	originated from: metric system	846
44859	related to: tonnage	2260
44860	security: concern	2122
44861	security: measures	2857
44862	security: insurance	1863
44863	industry: growing	1177
44864	construction: requires permission	1447
44865	content: list of cargo items	1247
44866	content: quantity and weight	195
44867	content: description and value	2457
44868	used by: warehousing	61
44869	audience: logistics providers	1643
44870	audience: insurance companies	2633
44871	purpose: regulate economy	191
44872	purpose: maintain law and order	1701
44873	purpose: protect citizens	2019
44874	structure: representative	1101
44875	functions: legislation	2104
44876	functions: administration	2916
44877	functions: judiciary	2548
44878	scope: regional area	2215
44879	scope: national territory	2695
44880	scope: global influence	1234
44881	leadership: diplomats	1550
44882	responsibilities: defense	525
44883	use: water sports	608
44884	function: proof of goods received	1361
44885	function: proof of goods shipped	1645
44886	function: proof of payment	2915
44887	issued by: shipping line	2488
44888	issued by: freight forwarder	2488
44889	issued by: exporter	2488
44890	role: problem solver	351
44891	staff: flight attendants	2489
44892	historical context: imperial system	1940
44893	commonly carried: coal	342
44894	commonly carried: oil	502
44895	commonly carried: sugar	2553
44896	commonly carried: cement	139
44897	storage: tank farm	1545
44898	handling: transshipment	862
44899	function: salvage	3072
44900	type: temporary runway	2958
44901	use: testing	813
44902	characteristics: short	2707
44903	characteristics: unevenly graded	1461
44904	route: cruise	295
44905	economy: diversified	2556
44906	infrastructure: transportation	2546
44907	activities: exporting	267
44908	vehicle: wheelchair	271
44909	used for: towing other vessels	511
44910	operated by: experienced captains	503
44911	operated by: trained operators	2244
44912	security: safety protocols	2918
44913	purpose: allowing same track to be used by different gauge trains	2664
44914	features: different gauge for each track	3026
44915	challenges: potential for confusion	1285
44916	definition: businessperson	688
44917	function: represents	1555
44918	certifications: licensing	3073
44919	certifications: registration	3073
44920	certifications: certification	3073
44921	countries: italy	1483
44922	countries: china	1484
44923	countries: egypt	1484
44924	waterway: freshwater	1677
44925	waterway: saltwater	731
44926	waterway: brackish	1166
44927	features: plush seating	747
44928	features: gourmet meals	3089
44929	available at: train stations	411
44930	available at: airports	356
44931	available at: event venues	1420
44932	physical characteristics: distinctive front end	2685
44933	physical characteristics: unique design	1867
44934	role: initiator	2706
44935	role: pioneer	1419
44936	associated with: train set	1950
44937	associated with: railway system	3074
44938	associated with: infrastructure	2546
44939	operation: faster than steam trains	2614
44940	history: revolutionized rail travel	1348
44941	safety features: electric signaling	2739
44942	category: metric system	846
44943	category: si unit	462
44944	structure: asphalt	2833
44945	structure: safety surface	309
44946	safety: crash barriers	1516
44947	safety: emergency services nearby	2312
44948	safety: runway incursion prevention	1762
44949	usage: gasoline	2223
44950	usage: natural gas	2589
44951	usage: refined products	2239
44952	content: flight durations	2994
44953	organization: by flight number	1704
44954	organization: by departure time	1725
44955	purpose: traffic	1051
44956	mechanism: uses compressed air to generate thrust	2996
44957	context: mentoring	2560
44958	outcome: increased confidence	3075
44959	outcome: improved performance	2669
44960	related to: teaching	2351
44961	related to: counseling	1548
44962	related to: advising	239
44963	definition: partition wall	1201
44964	definition: watertight	31
44965	usage: marine engineering	861
44966	function: separates spaces	2877
44967	design consideration: watertightness	2183
44968	design consideration: aesthetics	2622
44969	maintenance: monitored by authorities	1832
44970	consequences: delays	1953
44971	consequences: environmental impact	754
44972	regulation: enforced by national authorities	2535
44973	structure: has valves	1186
44974	operational: electrical	517
44975	type: lift gate	1396
44976	type: slide gate	2878
44977	type: miter gate	1158
44978	frequency: optical	2984
44979	signal type: continuous	1667
44980	signal type: discrete	656
44981	type: cargo handling	917
44982	speed: precise	928
44983	function: export-import	111
44984	economic importance: local economy booster	859
44985	features: submarine	1456
44986	job: navigator	886
44987	equipment: communications device	368
44988	responsibilities: communicating with dispatch	1911
44989	type of vehicle: truck	189
44990	type of vehicle: bus	270
44991	infraction: running red light	1481
44992	cause: mechanical failure	3076
44993	prevention: following traffic laws	2246
44994	prevention: being cautious	2395
44995	prevention: using defensive driving	2246
44996	technology: processing system	1267
44997	operational aspects: continuous operation	2423
44998	operational aspects: 24/7 monitoring	1482
44999	operational aspects: data analysis	1073
45000	operational aspects: reporting	3092
45001	purpose: converting electrical energy	3077
45002	purpose: powering devices	1327
45003	efficiency: inefficient	629
45004	used for: high-speed passenger	2513
45005	common in: russia	533
45006	common in: india	532
45007	common in: china	1032
45008	purpose: starting fires	535
45009	usage: social gatherings	3078
45010	operator: manual	715
45011	operator: semi-automatic	1034
45012	operator: automatic	1034
45013	type: private vehicle	2186
45014	features: adjustable arm	1878
45015	features: dimmer switch	147
45016	environmental significance: habitat	3079
45017	environmental significance: ecosystem	3079
45018	environmental significance: watershed	3079
45019	environmental significance: water cycle	894
45020	human impact: overfishing	966
45021	human impact: erosion	2766
45022	purpose: to produce fish for human consumption	1821
45023	purpose: to supply fish for food industry	1821
45024	operated by: private enterprise	1387
45025	purpose: raising/lowering water levels	895
45026	purpose: enabling boat passage	268
45027	mechanism: water level difference	2503
45028	mechanism: gate system	1158
45029	components: control room	1440
45030	function: stop for public transportation	282
45031	function: pick-up and drop-off point	2003
45032	services: train route	2844
45033	infrastructure: queueing area	2396
45034	mode: pedestrian	1474
45035	infrastructure: road signs	1043
45036	vehicles: pedestrians	1997
45037	operations: traffic flow	1051
45038	safety: road safety rules	2037
45039	storage: separate from other goods	1882
45040	storage: ventilated area	2304
45041	handling: wearing protective gear	3156
45042	handling: following safety protocols	2069
45043	examples: paint thinner	805
45044	functionality: separation	1397
45045	functionality: organization	24
45046	functionality: containment	610
45047	security: checkpoints	2004
45048	security: authorities	770
45049	characteristics: navigable	1677
45050	characteristics: non-navigable	1677
45051	characteristics: seasonal	1993
45052	goal: improving productivity	1570
45053	input: data	781
45054	input: information	1606
45055	input: resources	2255
45056	methodology: top-down	2454
45057	methodology: bottom-up	2454
45058	methodology: hybrid	1744
45059	purpose: direct flow	1802
45060	functions: yield	3080
45061	functionality: transporting people	504
45062	functionality: transporting goods	1200
45063	environmental impact: low carbon footprint	571
45064	handling: heavy-lift	704
45065	features: high pressure	3109
45066	importance: essential for flight	1626
45067	importance: highly efficient	1017
45068	importance: requires precise maintenance	2675
45069	operated by: ship owner	1971
45070	features: motor	303
45071	safety: security harness	1670
45072	purpose: measuring car performance	2570
45073	purpose: testing new car features	304
45074	design: smaller than regular cars	188
45075	features: advanced sensors	1887
45076	features: computer systems	2925
45077	location: testing tracks	2349
45078	location: research facilities	663
45079	types: smaller cars	188
45080	types: electric cars	259
45081	types: hybrid cars	259
45082	materials: fabric	2160
45083	usage: maintaining	2644
45084	location: car park	607
45085	mode: cable car	788
45086	purpose: access control	2473
45087	popular models: ford ranger	306
45088	popular models: chevrolet colorado	1498
45089	popular models: toyota tacoma	305
45090	purpose: apply pressure	565
45091	effect on trade: block	1173
45092	effect on trade: hinder	1173
45093	effect on trade: reduce	1173
45094	historical significance: cuba	2397
45095	historical significance: us	1148
45096	impact on economy: negative	2024
45097	impact on economy: positive	1345
45098	impact on economy: neutral	2024
45099	function: passenger terminal	1006
45100	operations: train arrival	2885
45101	operations: train departure	2885
45102	architecture: modern building	915
45103	architecture: historic landmark	1575
45104	types: electrochemical	2708
45105	location: muscle	1978
45106	crew: varies in number	155
45107	route: varies	1837
45108	definition: economical and efficient	1685
45109	types: containerized shipping	2955
45110	types: breakbulk shipping	2955
45111	types: bulk shipping	2955
45112	examples: shipping containers by sea and truck	2945
45113	examples: air cargo and truck	797
45114	characteristics: carriage-like	2543
45115	structure: airport architecture	1006
45116	features: metal detectors	329
45117	features: eftpos	1094
45118	security: strict	2918
45119	security: relaxed	2122
45120	functions: road maintenance	2509
45121	organizational structure: ministry	1702
45122	organizational structure: department	1005
45123	organizational structure: authority	1160
45124	features: ramps for loading	332
45125	management: commercial	364
45126	functionality: connecting neighborhoods	1184
45127	functionality: reducing traffic	1057
45128	traffic flow: efficient	583
45129	propulsion: using propeller	3138
45130	safety feature: double hull	922
45131	safety feature: fire-resistant material	1894
45132	function: conduct seismic survey	3081
45133	crew: highly trained personnel	1840
45134	purpose: family road trip	365
45135	features: rear door storage	558
45136	used for: outdoor adventures	2602
45137	purpose: to restrict movement	1072
45138	purpose: to protect interests	2019
45139	transportation: trailer	1409
45140	examples: iron ore	1460
45141	examples: wheat	1941
45142	examples: cement	139
45143	definition: separation of land	1966
45144	definition: navigable route	1677
45145	function: connects two bodies of water	1347
45146	function: saves time and fuel	1692
45147	engine: electric motor	1672
45148	speed: moderate speed	2972
45149	usage: leisurely ride	2511
45150	brand: scooter	570
45151	operation: uses sonar	2482
45152	operation: uses gps	453
45153	used for: selling fish	2445
45154	purpose: orientation	1627
45155	skill: delegation	1480
45156	tools: scheduling software	1961
45157	tools: time tracking software	1961
45158	propulsion system: turboprop	354
45159	propulsion system: jet turbine	3163
45160	design features: distinctive propeller	2577
45161	design features: high-mounted wings	2845
45162	operators: small airlines	1784
45163	operators: military	2484
45164	located at: flight route	356
45165	structure: non-metallic	8
45166	composition: hydrogen-based	2027
45167	composition: oxygen-based	2515
45168	functions: filters sunlight	1674
45169	boundary: edge of space	1966
45170	boundary: edge of troposphere	3082
45171	boundary: edge of stratosphere	3082
45172	geometry: four-way	1067
45173	geometry: round	1067
45174	function: distributing traffic	1051
45175	function: increasing safety	134
45176	type: private transportation	601
45177	purpose: leisure driving	2511
45178	goal: ensure safe and efficient flight operations	1300
45179	rules and regulations: easa	2727
45180	equipment and tools: radar	35
45181	equipment and tools: communication systems	368
45182	equipment and tools: flight planning software	2849
45183	object: book	1328
45184	object: toy	1493
45185	object: key	378
45186	method: in a box	2189
45187	method: in a folder	890
45188	method: in a file	1904
45189	reason: for safety	134
45190	reason: for organization	1675
45191	reason: for protection	370
45192	training: continuous education	2322
45193	communication: digital communication	1949
45194	purpose: emergence in case of emergency	2413
45195	safety: fire protection	2721
45196	design: watertight and airtight	31
45197	content: ship operator	1971
45198	maintenance: electronically stored	1069
45199	maintenance: publicly accessible	1832
45200	authorities responsible: maritime authority	1806
45201	authorities responsible: national government	2815
45202	authorities responsible: international organization	2815
45203	purpose: avoiding hazards	1476
45204	function: charging electric vehicles	2325
45205	facilities: ramps	331
45206	payment options: cash	388
45207	payment options: credit card	1410
45208	payment options: parking ticket	730
45209	functionality: enables data linking	882
45210	functionality: ensures data integrity	3051
45211	database concept: essential in database design	2729
45212	database concept: used in database normalization	2729
45213	infrastructure: ramp	331
45214	infrastructure: taxiway	3083
45215	infrastructure: fueling station	2396
45216	origin: from earth	2032
45217	origin: from plant	3165
45218	origin: from animal	3084
45219	function: provides food	1761
45220	examples: insect	2361
45221	properties: water-rich	1190
45222	properties: nutrient-rich	2516
45223	type: tax	2335
45224	associated with: infraction	1192
45225	associated with: breach	2180
45226	enforced by: judge	3123
45227	enforced by: authority	3123
45228	jurisdiction: global	437
45229	components: speaker	393
45230	purpose: providing cargo	917
45231	schedule: regular departures	2084
45232	passengers: cabin classes	544
45233	passengers: cruise facilities	2789
45234	cargo: containerized	1800
45235	cargo: bulk	1491
45236	cargo: breakbulk	2016
45237	operators: shipping lines	3085
45238	operators: maritime companies	3085
45239	maintenance: must be replaced	2938
45240	design: equipped with firefighting equipment	1116
45241	used for: search and rescue operations	476
45242	impact: economic damage	400
45243	impact: humanitarian crisis	1684
45244	impact: diplomatic strain	2370
45245	historical significance: post-cold war era	2822
45246	historical significance: modern diplomacy	2459
45247	types: anchorage zone	121
45248	conditions: water depth	1831
45249	conditions: current	709
45250	conditions: visibility	2951
45251	regulations: maritime rules	936
45252	type: asphalt	2833
45253	type: paved	402
45254	surface texture: uneven	1511
45255	maintenance: periodic resurfacing	1986
45256	definition: characteristic	385
45257	definition: trait	1080
45258	definition: quality	3086
45259	origin: inherited	1080
45260	origin: learned	510
45261	influence: affects behavior	3087
45262	influence: affects relationships	3087
45263	influence: affects self-esteem	3087
45264	measurement: self-reported	3128
45265	example: confidence	3075
45266	components: camshaft	1906
45267	advantages: low maintenance	3161
45268	disadvantages: high emissions	600
45269	history: invented by rudolf diesel	838
45270	history: first used in 1897	1934
45271	customers: government	145
45272	function: supports oil rigs	1083
45273	function: transports personnel	2640
45274	type of vessel: tug-towed	168
45275	purpose: resupply	1127
45276	capacity: berths	3170
45277	layout: seating areas	747
45278	layout: sleeping quarters	2613
45279	layout: dining area	3041
45280	associated with: fitness	1253
45281	associated with: sports	2089
45282	associated with: emotions	3134
45283	influenced by: gravity	2864
45284	influenced by: balance	3131
45285	influenced by: muscle strength	1655
45286	influenced by: flexibility	980
45287	structure: attached to land	2867
45288	activities: sitting	2483
45289	associated with: beach	2131
45290	associated with: water sports	1862
45291	structure: single-hulled	2176
45292	structure: coated	609
45293	safety features: certainly	3088
45294	safety features: safety protocols	2037
45295	regulations: environmental protection agency	994
45296	regulations: international convention for the safety of life at sea	936
45297	features: food counter	2804
45298	menu: specialized cuisine	3089
45299	function: routing trains	1628
45300	physical structure: platforms	639
45301	physical structure: signal systems	2015
45302	location: at a border	412
45303	operation: automated control	1165
45304	operation: staffed by operators	1890
45305	safety features: trackside signs	1689
45306	maintenance requirements: track maintenance	2977
45307	maintenance requirements: signal system updates	1986
45308	equipment: aviation instruments	3090
45309	safety feature: warning lights	1689
45310	safety feature: warning signs	1689
45311	purpose: air transportation	749
45312	purpose: air navigation	824
45313	use: hauling cargo	1632
45314	use: long-distance hauling	1604
45315	features: high-capacity engine	3168
45316	features: trailers attached	1409
45317	operation: expensive to operate	2423
45318	purpose: listing members	2854
45319	purpose: tracking attendance	3091
45320	content: shifts	557
45321	use case: reporting	3092
45322	related concept: roster	1519
45323	related concept: schedule	29
45324	related concept: attendance sheet	3091
45325	safety features: ventilation system	1318
45326	operation: storage and transportation	296
45327	location: at a dock	3093
45328	function: detects distance	257
45329	function: detects speed	2474
45330	uses: navy	1027
45331	applications: naval surveillance	1088
45332	applications: industrial quality control	2352
45333	visibility: clear view of airspace	2951
45334	role: third-party	1721
45335	responsibilities: handling goods	3149
45336	responsibilities: managing logistics	3094
45337	category: international	109
45338	category: domestic	829
45339	category: regional	679
45340	category: regional hub	680
45341	components: deck	641
45342	event: docking	1215
45343	event: pulling in	3050
45344	purpose: settling	3095
45345	characteristics: unexpected	2268
45346	characteristics: early	1835
45347	features: shared tracks for different modes of transport	1325
45348	features: electrified tracks	2758
45349	found in: large countries	2254
45350	found in: developed countries	1254
45351	function: supplying water	732
45352	responsibility: ensure on-time arrival	1911
45353	responsibility: ensure delivery	1911
45354	definition: digitalization of software	428
45355	goals: scalability	968
45356	goals: flexibility	980
45357	used for: transporting oversized loads	531
45358	typically found in: railway yards	2982
45359	typically found in: construction sites	3096
45360	characteristics: low profile	2510
45361	characteristics: wide load	2926
45362	control: button	2108
45363	control: touchscreen	593
45364	control: remote control	1680
45365	environmental impact: non-biodegradable	1189
45366	usage: mining industry	2862
45367	use cases: mathematics	1769
45368	use cases: computer science	627
45369	use cases: philosophy	1770
45370	characteristics: static	3097
45371	connection: to shore	2034
45372	connection: to other ships	503
45373	requirements: mooring lines	2150
45374	requirements: anchoring system	1696
45375	responsibility: manage public transit	2526
45376	responsibility: enforce traffic safety	1526
45377	activities: licensing	672
45378	activities: inspecting	638
45379	activities: regulating	1004
45380	types of cargo: liquid goods	1848
45381	types of cargo: perishable goods	1800
45382	unit: milliliter	226
45383	application: scientific measurement	3153
45384	application: engineering measurement	3153
45385	method: displacement	3098
45386	method: calibration	3099
45387	conversion: related to	3100
45388	conversion: different from	3100
45389	importance: used in	224
45390	importance: required in	1753
45391	importance: essential for	1753
45392	features: time management	1961
45393	outcomes: achievement	1107
45394	outcomes: satisfaction	2650
45395	factors influencing: motivation	979
45396	factors influencing: ability	3130
45397	factors influencing: opportunity	2529
45398	evaluation criteria: sustainability	330
45399	component: engines	633
45400	design: container-specific	550
45401	involves: rules	2103
45402	involves: compliance	3101
45403	actors: consumers	3158
45404	actors: businesses	2633
45405	goals: fairness	2744
45406	control: local authorities	1717
45407	function: providing access to	2473
45408	function: providing a view	2642
45409	located at: top	86
45410	located at: middle	983
45411	located at: bottom	86
45412	noise level: moderate	906
45413	pilot skill level: low	810
45414	pilot skill level: medium	810
45415	pilot skill level: high	810
45416	context: country	2695
45417	context: state	622
45418	context: city	2162
45419	context: park	3102
45420	characteristic: finite	1619
45421	characteristic: limited	3024
45422	characteristic: bounded	1619
45423	use: transporting patients	3103
45424	use: fighting fires	92
45425	use: enforcing laws	1775
45426	use: assisting stranded drivers	1117
45427	driver: tow truck driver	1117
45428	equipment: first aid kits	3104
45429	equipment: tow cables	2150
45430	process: preparation	2948
45431	process: launch	157
45432	definition: direction finding	1987
45433	methods: compass use	987
45434	methods: gps usage	453
45435	principles: distance measurement	1121
45436	challenges: limited visibility	831
45437	type of vehicle: minibus	312
45438	number of seats: eight	3105
45439	number of seats: nine	3105
45440	physical properties: spinning	3106
45441	physical properties: made of metal	2981
45442	types: truck wheel	177
45443	maintenance: needs oiling	2441
45444	maintenance: requires balancing	1986
45445	maintenance: needs tire pressure check	1986
45446	mechanisms: speed limits	910
45447	mechanisms: stop signs	2571
45448	mechanisms: yield signs	1299
45449	mechanisms: traffic signals	2571
45450	principles: merge lanes	2246
45451	time: peak traffic	2332
45452	time: off-peak hours	2332
45453	destination: popular tourist spots	181
45454	direction: between	2745
45455	direction: around	1255
45456	schedule: changeable	460
45457	operator: aviation company	1962
45458	route map: charted	649
45459	route map: mapped	649
45460	route map: displayed	649
45461	infrastructure: deep water	217
45462	propulsion: power plant	354
45463	function: haul freight	1632
45464	structure: hopper car	841
45465	common usage: industrial manufacturing	739
45466	common usage: scientific research	668
45467	physical properties: three-dimensional	1338
45468	physical properties: measurable in length, width, and height	1338
45469	used in: sea	1149
45470	characteristics: moored to sea floor	2051
45471	construction: tank-like	2811
45472	transported materials: petroleum	1156
45473	transported materials: chemicals	12
45474	transported materials: water	2760
45475	safety features: leak-proof	1245
45476	safety features: pressure-resistant	399
45477	safety features: securely sealed	2656
45478	purpose: assisting in aviation	1029
45479	signal: radio signal	471
45480	signal: modulated signal	656
45481	signal: pilot signal	1393
45482	frequency: very high frequency	2984
45483	frequency: medium frequency	2984
45484	used for: ground navigation	825
45485	definition: commercial fleet	3017
45486	function: support trade	2012
45487	roles: provide goods	1257
45488	roles: facilitate international trade	1926
45489	roles: support economic growth	1706
45490	regulations: subject to maritime conventions	936
45491	regulations: regulated by national authorities	2281
45492	definition: permission to engage in coastal trade	2699
45493	definition: freedom to trade within a country's borders	2112
45494	example: shipping goods between coastal towns	2657
45495	example: trading between ports	2657
45496	regulation: subject to licensing	2535
45497	historical significance: important for economic growth	2822
45498	historical significance: allowed for trade development	2822
45499	types: inter-island trade	2167
45500	function: aiding orientation	3107
45501	purpose: facilitating movement	3108
45502	location: military operation	18
45503	construction material: brick	139
45504	design: lock-based	51
45505	structure: canopy	1708
45506	purpose: to provide a waiting area	545
45507	purpose: to offer a rest stop	282
45508	purpose: to provide a safe haven	2033
45509	function: repairing and maintaining aircraft	1473
45510	purpose: providing a safe and efficient environment for aircraft operations	1303
45511	associated with: spaceships	1859
45512	associated with: aircraft carriers	1237
45513	used by: fire station	480
45514	function: launching satellites	2603
45515	application: satellites	1119
45516	application: launch vehicles	2603
45517	development: complex	1022
45518	development: high-tech	2724
45519	characteristics: high-pressure	3109
45520	design: temperature controlled	2986
45521	type of attachment: permanent	3110
45522	type of attachment: temporary	3110
45523	type of attachment: reversible	3110
45524	type of attachment: irreversible	3110
45525	speed: varies by country	2809
45526	combustion: more efficient than gasoline	2223
45527	combustion: produces more soot	2391
45528	storage: in underground tanks	1545
45529	storage: in above-ground tanks	1545
45530	production: from refined oil	1453
45531	purpose: supporting scientific expeditions	2283
45532	operations: research missions	668
45533	operations: data collection	1073
45534	operations: experimentation	668
45535	function: dredging waterways	171
45536	operation: mechanical dredging	3030
45537	operation: cable-operated	219
45538	usage: waterway maintenance	1935
45539	required for: owning a vehicle	1546
45540	required for: selling a vehicle	1546
45541	process: in-person application	3111
45542	process: annual renewal	1354
45543	cost: depending on state	2485
45544	cost: dependent on vehicle type	2485
45545	purpose: protection from water	2437
45546	commonly associated with: winter	1452
45547	commonly associated with: farmland	2417
45548	commonly associated with: desert	2284
45549	countries: widespread globally	3112
45550	countries: varies by country	3112
45551	history: standardized in 19th century	1544
45552	size: 20 feet long	3113
45553	size: 30 feet long	3113
45554	size: 40 feet long	3113
45555	related to: container ship	2232
45556	standardized: iso standard	2954
45557	standardized: customs regulations	1722
45558	types of cargo: bulk commodities	1491
45559	contents: values	1249
45560	used by: receivers	1164
45561	accuracy: important for tracking	2755
45562	accuracy: critical for customs clearance	2755
45563	scope: intermodal	197
45564	scope: intra-modal	1803
45565	function: protect citizens	1412
45566	responsibilities: public education	949
45567	responsibilities: public infrastructure	676
45568	decision making: democratic	2026
45569	decision making: authoritarian	2025
45570	influence: local	3087
45571	influence: national	193
45572	influence: global	1234
45573	type: high-performance	661
45574	type: jet-ski	1862
45575	propulsion: outboard	683
45576	purpose: shipping receipt	1645
45577	importance: insurance	1863
45578	importance: claims	1753
45579	components: signatures	2429
45580	job: mediator	2706
45581	physical presence: office	1145
45582	physical presence: port	1341
45583	physical presence: warehouse	808
45584	specialization: tanker operations	1979
45585	management: ground handling	2211
45586	security: biometric screening	1507
45587	unit of measurement: heavy weight	2139
45588	importance: common in uk and commonwealth countries	224
45589	importance: used in international trade	1646
45590	transportation mode: pipeline	1592
45591	containerization: in bags	2552
45592	containerization: in containers	2552
45593	containerization: in tanks	2117
45594	handling: mechanized	2378
45595	handling: manual	501
45596	logistics: import	111
45597	logistics: export	267
45598	logistics: storage	198
45599	propulsion: pull	203
45600	used for: cleaning harbors	171
45601	features: floor reinforcement	1202
45602	used for: cruise vacations	3065
45603	popularity: tourist attraction	181
45604	popularity: business hub	2959
45605	route type: transfer required	3036
45606	route condition: quiet	2795
45607	route condition: construction affected	2795
45608	route condition: weather affected	2795
45609	used for: maritime transport	2683
45610	operations: customs clearance	620
45611	function: allowing trains of different gauges to share tracks	2664
45612	purpose: reducing infrastructure costs	445
45613	types: single track with gauge change	1711
45614	features: automatic gauge changers	485
45615	benefits: increased rail network flexibility	2558
45616	benefits: reduced maintenance costs	323
45617	function: arranging deals	2007
45618	responsibilities: finding products	509
45619	responsibilities: facilitating transactions	864
45620	types: shipping agent	2694
45621	function: connecting water bodies	1347
45622	function: increasing water level	895
45623	function: reducing water level	895
45624	used for: personal use	693
45625	component: train car	2294
45626	features: has a control room	1440
45627	components: electric locomotives	1016
45628	components: power substations	3037
45629	used in: high-speed rail networks	2001
45630	associated with: electric trains	2758
45631	associated with: electricity generation	63
45632	width: varying	742
45633	length: varying	3114
45634	purpose: transporting natural gas	1557
45635	purpose: transporting refined petroleum products	230
45636	functionality: pumping	172
45637	functionality: transporting	44
45638	purpose: inform airlines of operations	1725
45639	scope: specific route	1837
45640	scope: entire network	1263
45641	scope: global operations	828
45642	structure type: infrastructure	2047
45643	structure type: transportation	2546
45644	function: facilitate transportation	3115
45645	type: powerplant	1932
45646	principle: uses combustion to generate energy	2391
45647	structure: sail-powered	2060
45648	structure: steam-powered	1062
45649	historical context: industrious revolution	1024
45650	location: arctic waters	1137
45651	era: antique	237
45652	type: mental guidance	239
45653	context: adventure	1959
45654	process: step-by-step	3116
45655	process: iterative	3116
45656	target audience: individual	3158
45657	target audience: team	3120
45658	target audience: organization	2633
45659	operation: operator controlled	706
45660	speed: low latency	952
45661	properties: digital signal	3004
45662	applications: mobile phone	2512
45663	applications: tv	948
45664	managed by: international organization	982
45665	managed by: shipping company	1938
45666	regulations: safety measures	2037
45667	mechanism: operate by water pressure	540
45668	mechanism: move up and down	710
45669	purpose: facilitate boat traffic	1040
45670	features: open and close	458
45671	features: moveable	1049
45672	features: controlled by lock keeper	51
45673	communication method: visual	1949
45674	communication method: auditory	795
45675	purpose: send warning	756
45676	purpose: give instruction	1561
45677	medium: smoke	2621
45678	types: traffic signals	2571
45679	types: alarm signals	1946
45680	types: emergency signals	1317
45681	elements: signal source	1540
45682	elements: signal receiver	1164
45683	elements: signal transmission	1827
45684	features: electrical system	3117
45685	features: operator controls	2108
45686	transportation: river	3005
45687	transportation: barges	2805
45688	economy: local	2556
45689	economy: regional	2556
45690	economy: national	2556
45691	country of origin: usa	1086
45692	country of origin: uk	200
45693	country of origin: china	1032
45694	responsibilities: perform maintenance	602
45695	responsibilities: follow traffic rules	1526
45696	training: operator's training	1654
45697	causes: driver distraction	1875
45698	related laws: speed limits	910
45699	related laws: driver regulations	1330
45700	purpose: traffic control	1490
45701	purpose: monitoring air traffic	1897
45702	components: antenna array	34
45703	components: computer room	1440
45704	functionality: prediction	2940
45705	functionality: alerting	713
45706	component: bearings	888
45707	power: measured in watts	2300
45708	construction: electromagnetic	2952
45709	width: 1,435 mm	1732
45710	width: 1,520 mm	1732
45711	width: 1,524 mm	1732
45712	used in: eastern europe	533
45713	advantages: better traction	3064
45714	common places to find: pouch	2762
45715	purpose: conveying goods	1200
45716	type: commuter train	1580
45717	habitats: aquatic life	2803
45718	habitats: freshwater ecosystem	2684
45719	purpose: economic gain	826
45720	mechanism: using water pressure	540
45721	mechanism: using gravity	1279
45722	types: side lock	51
45723	safety: policed	334
45724	accessibility: near public transportation hub	785
45725	operators: government	145
45726	operators: private companies	1001
45727	operators: individuals	715
45728	hazard level: high	3053
45729	hazard level: medium	3053
45730	hazard level: low	3053
45731	transportation restrictions: regulated routes	278
45732	transportation restrictions: restricted quantities	278
45733	risk factors: fire hazard	277
45734	risk factors: chemical exposure	1822
45735	risk factors: explosion risk	276
45736	risk factors: radiation exposure	1822
45737	storage locations: designated facilities	296
45738	storage locations: specialized containers	2645
45739	storage locations: separate areas	2303
45740	regulatory bodies: government agencies	1497
45741	regulatory bodies: industry organizations	1497
45742	regulatory bodies: international authorities	1497
45743	classification: cargo hold	2674
45744	classification: passenger cabin	1441
45745	classification: engine room	2193
45746	transportation modes: subways	1380
45747	services: waiting areas	545
45748	geographical location: land	185
45749	geographical location: coast	112
45750	geographical location: island	1378
45751	water flow direction: upstream	2503
45752	water flow direction: downstream	2503
45753	step: organizing	546
45754	step: executing	3118
45755	step: controlling	3119
45756	characteristics: methodical	510
45757	inputs: personnel	1204
45758	management: controlling	2916
